dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
311,"00:20:12,287 --> 00:20:14,473
","It's just so optimistic of you, Harry.

",0.364899,0.561048,0.023412,0.056434,0.040081,0.445367,0.045249,0.691973,0.239118,1.1e-05,0.0,0.91961,0.0
312,"00:20:14,511 --> 00:20:17,293
","Well, you'd be amazed what falling
madly in love can do for you.

",0.098661,0.766464,0.119075,0.042812,0.058575,0.121819,0.37709,0.981499,0.827894,0.071926,0.0,0.0,0.0
313,"00:20:17,485 --> 00:20:20,923
","Well, it's wonderful. It's nice to see you
embracing life in this manner.

",0.070768,0.869035,0.066018,0.010767,0.029107,0.450921,0.372457,0.975182,0.496246,0.265046,0.0,0.0,0.0
314,"00:20:21,131 --> 00:20:24,980
","Yeah. Plus, you konw, you just get to a certain point
where you get tired of the whole thing.

",0.289662,0.30156,0.041313,0.371437,0.080814,0.161323,0.467256,0.694908,0.539427,0.301402,0.0,0.0,0.0
315,"00:20:25,423 --> 00:20:28,453
","- What whole thing?
- The whole ""life of a single guy"" thing.

",0.417899,0.36706,0.075683,0.033672,0.207545,0.374991,0.072368,0.317371,0.243828,0.300637,0.0,0.0,0.0
316,"00:20:28,896 --> 00:20:30,688
","You meet someone.
You have the safe lunch.

",0.097174,0.575001,0.10272,0.022494,0.233228,0.059093,0.546888,0.896902,0.862718,0.909663,0.908592,0.987926,0.0
317,"00:20:30,736 --> 00:20:33,153
","You decide you like each other enough
to move on to dinner.

",0.519747,0.149885,0.166734,0.095003,0.133742,0.004535,0.50748,0.762321,0.829978,0.685761,0.952933,0.0,0.91171
318,"00:20:33,345 --> 00:20:36,397
","You go dancing.
You do the White Man's Overbite.

",0.255572,0.283902,0.099555,0.255179,0.166803,0.009908,0.265033,0.412917,0.958754,0.881281,0.0,0.0,0.0
319,"00:20:37,249 --> 00:20:39,738
","Go back to her place, you have sex,
and the minute you're finished,

",0.343007,0.305412,0.009748,0.022533,0.400109,0.05413,0.655677,0.888339,0.799428,0.598203,0.0,0.0,0.0
320,"00:20:39,764 --> 00:20:40,905
","you know what goes
through your mind?

",0.083712,0.437104,0.30238,0.202826,0.040734,0.258533,0.372063,0.740529,0.794506,0.770156,0.931994,0.0,0.0
321,"00:20:41,309 --> 00:20:44,902
","""How long do I have to lie here
and hold her before I can get up and go home?

",0.592264,0.038905,0.064643,0.368133,0.045635,0.003513,0.728507,0.912385,0.187627,0.384871,0.0,0.0,0.91171
322,"00:20:45,176 --> 00:20:46,609
","Is 30 seconds enough?""

",0.569834,0.045311,0.247279,0.154118,0.084992,0.242825,0.223322,0.530377,0.419041,0.090116,0.0,0.0,0.0
323,"00:20:47,311 --> 00:20:50,041
","That's what you're thinking?
Is that true?

",0.587945,0.344752,0.07036,0.023744,0.063323,0.662732,0.123605,0.623182,0.414907,0.224931,0.0,0.0,0.962182
324,"00:20:50,114 --> 00:20:52,241
","Sure.
All men think that.

",0.399663,0.179876,0.12111,0.082075,0.301238,0.96031,0.268761,0.729115,0.586313,0.651464,0.0,0.999895,0.0
325,"00:20:52,744 --> 00:20:56,043
","How long do you like to be held
afterwards? All night, right?

",0.30887,0.304946,0.288643,0.146814,0.056303,0.004096,0.848716,0.996303,0.900708,0.687139,0.0,0.0,0.91171
326,"00:20:56,374 --> 00:20:57,302
","See? That's the problem.

",0.34528,0.059655,0.124748,0.148692,0.430134,0.538847,0.303912,0.616492,0.53469,0.801699,0.920855,0.0,0.0
327,"00:20:57,405 --> 00:21:00,082
","Somewhere between 30 seconds
and all night is your problem.

",0.589961,0.132289,0.244774,0.101916,0.030995,0.76224,0.120068,0.706359,0.875831,0.313265,0.857009,0.0,0.932568
328,"00:21:00,558 --> 00:21:02,992
","- I don't have a problem.
- Yeah, you do.

",0.723914,0.030257,0.095776,0.184783,0.066807,0.018248,0.233849,0.584193,0.082282,0.553093,0.0,0.0,0.0
329,"00:21:18,309 --> 00:21:20,785
","- Staying over?
- Yes.

",0.162378,0.540219,0.140534,0.086543,0.144638,0.090887,0.148732,0.669191,0.522438,0.150422,0.0,0.0,0.0
330,"00:21:20,894 --> 00:21:24,386
","Would you like to have dinner?
Just friends.

",0.276637,0.476735,0.084805,0.061803,0.167663,0.047211,0.528533,0.928006,0.893176,0.834452,0.0,0.99631,0.0
331,"00:21:24,625 --> 00:21:27,212
","I thought you didn't believe
men and women could be friends.

",0.615984,0.064047,0.182402,0.035984,0.213543,0.370763,0.22237,0.850712,0.473875,0.174602,0.829888,0.998015,0.0
332,"00:21:27,285 --> 00:21:29,284
","- When did I say that?
- On the ride to New York.

",0.553394,0.110051,0.165472,0.106678,0.136931,0.245845,0.511384,0.663399,0.69942,0.965329,0.0,0.0,0.0
333,"00:21:29,433 --> 00:21:32,095
","No, no no no,
I never said that.

",0.637199,0.062797,0.192678,0.160014,0.034547,0.116999,0.130392,0.59783,0.419774,0.274748,0.0,0.866516,0.0
334,"00:21:32,360 --> 00:21:34,315
","Yes, that's right.

",0.084159,0.63442,0.092037,0.057089,0.19286,0.489112,0.335578,0.656128,0.58396,0.690333,0.0,0.0,0.0
335,"00:21:34,593 --> 00:21:36,089
","They can't be friends, s

",0.639962,0.022769,0.04557,0.331766,0.027483,0.033265,0.304814,0.520569,0.339163,0.206343,0.0,0.0,0.0
336,"00:21:36,434 --> 00:21:39,028
","unless both of them are involved
with other people. Then they can.

",0.668315,0.052489,0.037497,0.203799,0.112787,0.92495,0.316269,0.653658,0.457443,0.317806,0.802429,0.0,0.0
337,"00:21:39,234 --> 00:21:41,030
","This is an amendment
to the earlier rule.

",0.726209,0.032473,0.151833,0.081788,0.121377,0.56798,0.370581,0.47887,0.341146,0.871663,0.0,0.0,0.0
338,"00:21:41,098 --> 00:21:42,690
","If two people are in relationships

",0.454857,0.236346,0.088773,0.158783,0.132406,0.401757,0.285771,0.553234,0.57822,0.15306,0.955445,0.0,0.0
339,"00:21:42,767 --> 00:21:45,819
","the pressure of
possible involvement is lifted.

",0.056979,0.125473,0.589115,0.22612,0.082474,0.892722,0.137213,0.563167,0.52959,0.388595,0.0,0.991679,0.0
340,"00:21:46,616 --> 00:21:49,574
","That doesn't work either, because what happens then
is the person you're involved with

",0.667498,0.176131,0.028762,0.16283,0.052177,0.375678,0.024487,0.602854,0.348482,0.154427,0.437819,0.0,0.0
341,"00:21:49,638 --> 00:21:52,460
","can't understand why you need to be friends
with the person you're just friends with,

",0.367359,0.375392,0.031833,0.128831,0.192618,0.025869,0.100077,0.805182,0.93305,0.032779,0.0,0.944845,0.0
342,"00:21:52,535 --> 00:21:55,968
","like it means something is missing from the relationship
(and) you wanna get outside to get it.

",0.778601,0.103797,0.031324,0.111852,0.037924,0.265407,0.398302,0.720505,0.22698,0.071608,0.376315,0.974629,0.0
343,"00:21:56,061 --> 00:21:59,178
","Then when you say, ""No, no no, it's not ture.
Nothing is missing from the relationship,""

",0.771932,0.026212,0.109825,0.12655,0.042345,0.116309,0.163355,0.14431,0.118869,0.243823,0.838983,0.0,0.0
344,"00:21:59,263 --> 00:22:01,331
","the person you're involved with
then accuses you

",0.368566,0.37332,0.01428,0.171714,0.158225,0.621722,0.10192,0.727717,0.90419,0.42382,0.0,0.0,0.986725
345,"00:22:01,409 --> 00:22:03,962
","of being secretly attracted to
the person you're just friends with,

",0.382096,0.481578,0.06355,0.050852,0.115238,0.660952,0.054709,0.570722,0.724984,0.023565,0.0,0.972662,0.0
346,"00:22:03,988 --> 00:22:07,043
","which you probably are. I mean, come on!
Who the hell are we kidding? Let's face it.

",0.136495,0.047028,0.381063,0.159909,0.412358,0.685256,0.871075,0.876807,0.336337,0.739882,0.0,0.928648,0.0
347,"00:22:07,075 --> 00:22:09,219
","Which brings us back to early the rule
before the amendment,

",0.263564,0.411636,0.239596,0.070057,0.094446,0.39317,0.79555,0.544288,0.094472,0.96569,0.551743,0.0,0.469437
348,"00:22:09,245 --> 00:22:12,343
","which is men and women can't be friends.
So where's that leave us?

",0.57511,0.01682,0.12636,0.280759,0.110547,0.655559,0.477362,0.863214,0.786751,0.074274,0.0,0.0,0.0
349,"00:22:12,383 --> 00:22:13,712
","- Harry?
- What?

",0.310664,0.595084,0.030512,0.064916,0.068603,0.143855,0.129558,0.604065,0.442228,0.130901,0.0,0.0,0.0
350,"00:22:13,998 --> 00:22:15,488
","Good bye.

",0.847722,0.03583,0.051651,0.087091,0.022304,0.237504,0.274456,0.599343,0.544198,0.326418,0.0,0.0,0.0
351,"00:22:24,696 --> 00:22:27,665
","I'll just stop walking.
I'll let you go ahead.

",0.2193,0.391884,0.266844,0.134375,0.05334,0.052265,0.222091,0.712588,0.379169,0.178341,0.144086,0.983475,0.0
352,"00:22:31,713 --> 00:22:33,798
","We were married 40 years ago.

",0.54959,0.285263,0.179165,0.037866,0.011113,0.08673,0.278089,0.608064,0.532735,0.336094,0.0,0.0,0.0
353,"00:22:33,909 --> 00:22:35,938
","We were married three years,
we got a divorce.

",0.439816,0.358897,0.079568,0.109881,0.055623,0.186987,0.192429,0.649047,0.394812,0.503473,0.0,0.0,0.0
354,"00:22:36,188 --> 00:22:39,203
","- Then I married Marjorie.
- But first you lived with Barbara.

",0.22523,0.666483,0.092465,0.045173,0.019067,0.516118,0.179025,0.892683,0.551817,0.357007,0.596122,0.0,0.0
355,"00:22:39,261 --> 00:22:40,178
","Right. Barbara.

",0.160492,0.605357,0.096319,0.125623,0.084486,0.503274,0.130453,0.612093,0.492848,0.102044,0.0,0.0,0.0
356,"00:22:40,323 --> 00:22:42,879
","But I didn't marry Barbara.
I married Marjorie.

",0.73807,0.187306,0.069999,0.041068,0.012599,0.058237,0.0681,0.599833,0.226248,0.014543,0.0,0.0,0.0
357,"00:22:43,106 --> 00:22:46,322
","- Then he got a divorce.
- Right. Then I married Katie.

",0.655418,0.064182,0.028598,0.175174,0.151382,0.295409,0.132854,0.684066,0.300361,0.393451,0.0,0.0,0.979426
358,"00:22:46,579 --> 00:22:47,732
","Another divorce.

",0.646798,0.145512,0.055848,0.177252,0.056651,0.3722,0.274464,0.599576,0.543301,0.307384,0.0,0.0,0.0
359,"00:22:48,132 --> 00:22:50,854
","Then a couple of years later
at Eddie Collecio's funeral,

",0.570259,0.323656,0.0393,0.088521,0.04472,0.060253,0.129391,0.743562,0.201792,0.146064,0.0,0.0,0.0
360,"00:22:51,028 --> 00:22:52,747
","I ran into her.

",0.166694,0.113592,0.631533,0.042713,0.123346,0.351649,0.269082,0.602912,0.491026,0.262003,0.0,0.0,0.0
361,"00:22:53,204 --> 00:22:55,743
","I was with some girl
I don't even remember.

",0.489274,0.174663,0.044177,0.046107,0.332703,0.182891,0.063612,0.716994,0.144302,0.043254,0.883404,0.997862,0.0
362,"00:22:56,132 --> 00:22:58,903
","- Roberta.
- Right. Roberta.

",0.092573,0.622289,0.088349,0.17838,0.111658,0.264916,0.129807,0.60401,0.444046,0.202952,0.0,0.0,0.0
363,"00:22:58,976 --> 00:23:01,186
","But I couldn't take my eyes off you.

",0.611114,0.036091,0.307017,0.103855,0.030199,0.01574,0.379084,0.608457,0.040916,0.023724,0.0,0.0,0.0
364,"00:23:01,457 --> 00:23:03,999
","I remember I snuck over
to her and I said,

",0.501609,0.099106,0.115174,0.113705,0.267304,0.206262,0.13029,0.749647,0.130578,0.104437,0.857009,0.0,0.0
365,"00:23:04,950 --> 00:23:06,308
","What did I say?

",0.279132,0.287138,0.160388,0.244511,0.132842,0.147068,0.319233,0.639492,0.248171,0.527155,0.0,0.0,0.0
366,"00:23:06,534 --> 00:23:08,851
","- You said, ""What are you doing after?""
- Right.

",0.260342,0.396402,0.105908,0.188697,0.137168,0.320357,0.741294,0.920063,0.801919,0.858559,0.0,0.0,0.0
367,"00:23:09,120 --> 00:23:12,817
","So I ditched Roberta. We go for coffee.
A month later, we're married.

",0.545164,0.377931,0.043383,0.020689,0.058907,0.000226,0.651241,0.72678,0.273517,0.52118,0.0,0.0,0.0
368,"00:23:12,890 --> 00:23:16,326
","Thirty-five years to the day
after our first marriage.

",0.163756,0.814414,0.031719,0.0284,0.013953,0.024826,0.383377,0.648636,0.23695,0.81425,0.0,0.0,0.0
369,"00:23:19,563 --> 00:23:22,779
","- I went through his pockets, Okay?
- Why would you wanna go through his pockets?

",0.438771,0.026544,0.153348,0.248372,0.264539,0.066776,0.275105,0.782963,0.176052,0.587279,0.0,0.0,0.0
370,"00:23:22,805 --> 00:23:23,812
","You know what I found?

",0.094075,0.620664,0.056244,0.196459,0.116877,0.476843,0.517695,0.825632,0.419086,0.619775,0.970179,0.0,0.0
371,"00:23:23,838 --> 00:23:24,514
","No, what?

",0.272171,0.313332,0.105564,0.285573,0.124763,0.197131,0.275849,0.597194,0.539922,0.371628,0.0,0.0,0.0
372,"00:23:24,707 --> 00:23:26,384
","They just bought a dining room table.

",0.207307,0.434821,0.062989,0.19044,0.164741,0.299225,0.341498,0.547413,0.649566,0.619313,0.0,0.681699,0.0
373,"00:23:26,560 --> 00:23:29,575
","He and his wife just went out and spent
$1,600 on a dining room table.

",0.64886,0.041366,0.177595,0.098941,0.143599,0.23869,0.284951,0.573635,0.620611,0.640443,0.127387,0.936899,0.0
374,"00:23:29,601 --> 00:23:32,675
","- Where?
- The point isn't where, Alice.

",0.265301,0.116936,0.0953,0.561037,0.043501,0.533445,0.042766,0.382216,0.260454,0.292301,0.0,0.0,0.0
375,"00:23:32,875 --> 00:23:34,954
","The point is,
he's never gonna leave her.

",0.297092,0.241427,0.068484,0.089147,0.427787,0.154389,0.016313,0.291401,0.086902,0.074901,0.0,0.0,0.952663
376,"00:23:34,980 --> 00:23:37,392
","So what else is new.
You've known this for two years.

",0.365947,0.381173,0.065775,0.226672,0.037362,0.256015,0.257271,0.623041,0.541553,0.295016,0.551743,0.0,0.0
377,"00:23:37,742 --> 00:23:40,061
","You're right. You're right.
I know you're right.

",0.316514,0.486126,0.098722,0.076838,0.08346,0.205708,0.142019,0.641414,0.502993,0.165642,0.0,0.0,0.0
378,"00:23:40,217 --> 00:23:41,579
","Why can't you find someone single?

",0.465403,0.250267,0.028953,0.292226,0.065953,0.018139,0.201968,0.505344,0.466802,0.010522,0.842108,0.946222,0.0
379,"00:23:41,605 --> 00:23:44,142
","When I was single,
I knew lots of nice single men.

",0.523946,0.307251,0.101165,0.063065,0.071879,0.803618,0.054873,0.741373,0.194023,0.127041,0.551743,0.884138,0.0
380,"00:23:44,341 --> 00:23:45,691
","There must be someone.

",0.352457,0.084827,0.232645,0.108641,0.308832,0.679636,0.304725,0.710645,0.342066,0.106116,0.0,0.88939,0.0
381,"00:23:46,023 --> 00:23:49,109
","- Sally found someone.
- Well, Sally got the last good one.

",0.297727,0.585632,0.042866,0.085613,0.072006,0.243697,0.388104,0.91268,0.634432,0.510933,0.857009,0.978371,0.0
382,"00:23:49,725 --> 00:23:50,868
","Joe and I broke up.

",0.771601,0.025745,0.119492,0.149553,0.005309,0.208566,0.203416,0.467144,0.536832,0.211529,0.0,0.0,0.0
383,"00:23:51,102 --> 00:23:51,610
","What?

",0.0,0.0,0.0,0.0,0.0,0.270333,0.275881,0.600433,0.540803,0.351793,0.0,0.0,0.0
384,"00:23:51,673 --> 00:23:53,120
","- When?
- Monday.

",0.139658,0.719202,0.03075,0.126096,0.03384,0.031358,0.133694,0.600931,0.440885,0.187739,0.0,0.0,0.0
385,"00:23:53,300 --> 00:23:55,558
","- You waited three days to tell us?
- You mean Joe's available?

",0.346622,0.312179,0.158855,0.207886,0.064886,0.070496,0.83683,0.963107,0.75859,0.913815,0.829888,0.0,0.0
386,"00:23:55,657 --> 00:23:56,881
","For God's sakes, Marie!

",0.025361,0.292424,0.093213,0.446809,0.213227,0.521624,0.272971,0.598355,0.590274,0.272395,0.0,0.0,0.0
387,"00:23:56,907 --> 00:23:59,880
","Don't you have any feelings about this?
She's obviously upset.

",0.566517,0.001487,0.047164,0.20279,0.320069,0.08755,0.018213,0.603012,0.234154,0.0,0.596122,0.902459,0.0
388,"00:23:59,950 --> 00:24:02,953
","I'm not that upset. We've been
growing apart for quite a while.

",0.567286,0.096228,0.247522,0.104811,0.069839,0.232297,0.003331,0.406142,0.142309,0.0,0.0,0.865388,0.0
389,"00:24:03,089 --> 00:24:06,167
","But you guys were a couple.
You had someone to go places with.

",0.427143,0.39225,0.060697,0.021646,0.174393,0.107552,0.591992,0.987189,0.956854,0.628428,0.0,0.959646,0.0
390,"00:24:06,251 --> 00:24:08,549
","You had a date on national holidays!

",0.188731,0.692739,0.029715,0.015642,0.132598,0.080503,0.568683,0.611291,0.931485,0.903405,0.0,0.0,0.0
391,"00:24:08,748 --> 00:24:12,378
","I said to myself,
""You deserve more than this. You're 31 years old.""

",0.257799,0.402822,0.044654,0.077786,0.312169,0.025193,0.024042,0.923094,0.174045,0.183794,0.0,0.0,0.0
392,"00:24:12,432 --> 00:24:13,621
","And the clock is ticking.

",0.054632,0.240537,0.425613,0.277793,0.053697,0.555569,0.278696,0.541383,0.570788,0.327409,0.0,0.0,0.0
393,"00:24:13,665 --> 00:24:16,399
","No, the clock doesn't really start to tick
until you're 36.

",0.207407,0.293105,0.189756,0.286031,0.09759,0.000829,0.024272,0.082,0.162667,0.099469,0.0,0.0,0.0
394,"00:24:16,913 --> 00:24:19,237
","God, you're in such great shape.

",0.06434,0.786977,0.089133,0.03822,0.076249,0.413105,0.16859,0.660472,0.708531,0.11632,0.0,0.0,0.0
395,"00:24:19,390 --> 00:24:23,588
","Well, I've had a few days to get used to it,
and I feel okay.

",0.401017,0.371624,0.083376,0.086175,0.108506,0.000387,0.108007,0.914419,6.1e-05,0.110534,0.0,0.808202,0.0
396,"00:24:23,661 --> 00:24:25,891
","Good. Then you're ready.

",0.123894,0.69976,0.117326,0.037546,0.082837,0.050783,0.173242,0.630721,0.611726,0.649969,0.0,0.0,0.0
397,"00:24:27,567 --> 00:24:30,484
","- Really, Marie!
- Well, how else do you think you do it?

",0.425405,0.278265,0.156965,0.120915,0.077857,0.040158,0.377959,0.849834,0.432297,0.476872,0.939283,0.0,0.0
398,"00:24:30,791 --> 00:24:31,767
","I've got the perfect guy.

",0.105236,0.829882,0.087053,0.01476,0.032277,0.092459,0.167007,0.392349,0.485943,0.188163,0.0,0.0,0.961633
399,"00:24:32,065 --> 00:24:34,363
","I don't happen to find him attractive,
but you might.

",0.393713,0.409036,0.150648,0.04381,0.061403,0.139752,0.059639,0.820132,0.059151,0.008787,0.857009,0.978371,0.0
400,"00:24:34,569 --> 00:24:36,518
","She doesn't have
a problem with chins.

",0.46293,0.013792,0.153418,0.423661,0.060094,0.142323,0.064083,0.526902,0.481049,0.318486,0.747663,0.0,0.0
401,"00:24:36,742 --> 00:24:38,613
","Marie, I'm not ready yet.

",0.532455,0.080772,0.368088,0.033436,0.060486,0.290841,0.249786,0.586455,0.490184,0.039521,0.0,0.0,0.0
402,"00:24:38,833 --> 00:24:40,533
","but you just said
you were over him.

",0.720212,0.101718,0.039165,0.133593,0.082321,0.725521,0.475848,0.907248,0.506814,0.611152,0.0,0.987926,0.0
403,"00:24:40,668 --> 00:24:44,014
","I am over him,
but I'm in a mourning period.

",0.780918,0.035587,0.065237,0.159828,0.03714,0.334147,0.018031,0.53069,0.066559,3e-06,0.0,0.0,0.0
404,"00:24:46,680 --> 00:24:47,616
","Who is it?

",0.537149,0.09984,0.109321,0.109426,0.209502,0.824596,0.346031,0.52862,0.432054,0.42942,0.0,0.0,0.0
405,"00:24:47,685 --> 00:24:48,899
","Alex Anderson.

",0.70402,0.183501,0.064669,0.064012,0.049919,0.2294,0.274432,0.599501,0.543285,0.276877,0.0,0.0,0.0
406,"00:24:50,445 --> 00:24:52,657
","You fixed me up
with him six years ago.

",0.426825,0.409436,0.043864,0.140906,0.041425,0.03118,0.242032,0.666702,0.525671,0.319107,0.144086,0.0,0.0
407,"00:24:52,842 --> 00:24:53,853
","Uh, sorry.

",0.460579,0.054287,0.062325,0.430504,0.068108,0.218513,0.27454,0.599505,0.542811,0.309132,0.0,0.0,0.0
408,"00:24:54,792 --> 00:24:56,921
","God. All right.
Wait. Here.

",0.072401,0.632041,0.192205,0.156979,0.047314,0.212183,0.345671,0.774375,0.591422,0.448509,0.0,0.99699,0.0
409,"00:24:56,972 --> 00:24:59,255
","Here we go.
Ken Darman.

",0.310183,0.56955,0.086665,0.043456,0.040907,0.038538,0.183175,0.696521,0.306779,0.181433,0.596122,0.0,0.0
410,"00:24:59,951 --> 00:25:01,953
","He's been married for over a year.

",0.320715,0.478577,0.047802,0.084088,0.108795,0.099089,0.185015,0.480653,0.567201,0.159084,0.0,0.0,0.0
411,"00:25:02,099 --> 00:25:03,466
","Really?

",0.0,0.0,0.0,0.0,0.0,0.16832,0.273097,0.60158,0.514979,0.101035,0.997482,0.0,0.0
412,"00:25:04,322 --> 00:25:05,882
","Married.

",0.0,0.0,0.0,0.0,0.0,0.285353,0.274434,0.599483,0.543325,0.290347,0.0,0.0,0.0
413,"00:25:06,637 --> 00:25:08,855
","- Oh, wait. Wait. I got one.
- Look,

",0.252962,0.470279,0.137919,0.14057,0.06017,9.3e-05,0.306085,0.676108,0.072929,0.145182,0.0,0.0,0.0
414,"00:25:08,910 --> 00:25:11,908
","there is no point in my going out
with someone I might really like,

",0.489151,0.115131,0.194206,0.146158,0.151118,0.615137,0.036368,0.429637,0.526331,0.02586,0.747663,0.995707,0.0
415,"00:25:11,976 --> 00:25:14,809
","if I met him at the right time,
but who right now has no chance

",0.144369,0.257804,0.428404,0.158227,0.051959,0.296696,0.49445,0.835094,0.383122,0.542693,0.0,0.0,0.880065
416,"00:25:14,910 --> 00:25:17,167
","of being anything to me
but a transitional man.

",0.554798,0.143446,0.204481,0.082113,0.083935,0.376367,0.001632,0.480827,0.104329,0.000407,0.0,0.920133,0.0
417,"00:25:17,317 --> 00:25:17,952
","Okay.

",0.0,0.0,0.0,0.0,0.0,0.288567,0.274434,0.599483,0.543322,0.292921,0.0,0.0,0.0
418,"00:25:18,194 --> 00:25:19,923
","But don't wait too long.

",0.452267,0.460677,0.075672,0.069939,0.012475,0.004705,0.343842,0.630041,0.436148,0.203514,0.0,0.0,0.0
419,"00:25:20,084 --> 00:25:22,052
","Remember what happened
with David Warsaw?

",0.542159,0.270767,0.104818,0.096527,0.063047,0.020609,0.128251,0.700592,0.538571,0.183046,0.952933,0.0,0.0
420,"00:25:22,272 --> 00:25:24,895
","His wife left him, and everyone said,
""Give him some time.

",0.449704,0.17059,0.021833,0.090628,0.355908,0.477879,0.256763,0.806191,0.326234,0.557026,0.0,0.972662,0.0
421,"00:25:24,921 --> 00:25:26,713
","Don't move in too fast.""

",0.361769,0.22485,0.385174,0.038173,0.071658,0.000881,0.238737,0.487124,0.447699,0.072154,0.0,0.0,0.0
422,"00:25:27,057 --> 00:25:29,086
","Six months later, he was dead.

",0.69334,0.159324,0.046153,0.0613,0.103069,0.107767,0.281753,0.582085,0.400092,0.240572,0.0,0.0,0.0
423,"00:25:29,832 --> 00:25:33,298
","What? You're saying I should get married to someone
right away in case he's about to die?

",0.728474,0.048724,0.151839,0.075807,0.149231,0.048543,0.000429,0.833391,0.092667,0.002179,0.0,0.974629,0.0
424,"00:25:33,420 --> 00:25:35,547
","At least you could say
you were married.

",0.226105,0.559521,0.096056,0.132188,0.069182,0.210919,0.275463,0.915206,0.591322,0.701516,0.0,0.987926,0.0
425,"00:25:36,015 --> 00:25:39,456
","I'm saying that the right man for you
might be out there right now.

",0.259428,0.335995,0.209012,0.148002,0.126943,0.885298,0.603337,0.968572,0.735643,0.570215,0.0,0.952443,0.0
426,"00:25:39,518 --> 00:25:41,390
","And if you don't grab him,
someone else will.

",0.177093,0.229244,0.124191,0.361459,0.195048,0.454566,0.254941,0.690781,0.397912,0.193482,0.952933,0.983475,0.0
427,"00:25:41,453 --> 00:25:44,048
","And you'll spend the rest of your life
knowing that someone else

",0.147089,0.667817,0.097553,0.086937,0.050685,0.11141,0.127203,0.769827,0.200645,0.103245,0.925826,0.966403,0.0
428,"00:25:44,088 --> 00:25:46,006
","is married to your husband.

",0.117741,0.442004,0.142393,0.113145,0.27022,0.197767,0.303792,0.624667,0.686355,0.552691,0.0,0.0,0.0
429,"00:25:50,501 --> 00:25:51,338
","Ten!

",0.0,0.0,0.0,0.0,0.0,0.286213,0.274434,0.599483,0.543325,0.290962,0.0,0.0,0.0
430,"00:25:51,981 --> 00:25:52,730
","Hut!

",0.9,0.0,0.0,0.0,0.0,0.28877,0.274434,0.599483,0.543325,0.291018,0.0,0.0,0.0
431,"00:26:07,170 --> 00:26:08,379
","When did this happen?

",0.479013,0.086755,0.118608,0.207548,0.245259,0.017034,0.367196,0.684772,0.384185,0.456958,0.0,0.0,0.0
432,"00:26:08,574 --> 00:26:09,493
","Friday.

",0.0,0.0,0.0,0.0,0.0,0.284036,0.274434,0.599483,0.543319,0.291692,0.0,0.0,0.0
433,"00:26:10,132 --> 00:26:12,193
","Helen comes home from work,
and she says,

",0.125064,0.685013,0.123573,0.058642,0.099441,0.19501,0.291149,0.796881,0.616245,0.241813,0.0,0.0,0.0
434,"00:26:12,367 --> 00:26:14,575
","""I don't know if I wanna be married anymore.""

",0.687117,0.158915,0.1205,0.063642,0.059461,0.04905,0.274876,0.398176,0.059293,0.009122,0.0,0.0,0.0
435,"00:26:14,881 --> 00:26:17,315
","Like it's the institution.
You know, like it's nothing personal,

",0.28911,0.469914,0.138056,0.086366,0.086698,0.716672,0.318747,0.522001,0.229018,0.530043,0.765814,0.978371,0.0
436,"00:26:17,341 --> 00:26:20,347
","just something she's been thinking
about in a casual way.

",0.549834,0.228307,0.061457,0.095437,0.156279,0.712084,0.003808,0.813368,0.720574,0.000624,0.891222,0.99856,0.0
437,"00:26:20,544 --> 00:26:22,142
","I'm calm. I say,

",0.378745,0.175086,0.236042,0.244605,0.054507,0.259312,0.131683,0.594184,0.334025,0.039087,0.0,0.0,0.0
438,"00:26:22,387 --> 00:26:25,220
","""Why don't we take some time to think about it?
You know, don't rush into anything.""

",0.502018,0.046301,0.307208,0.04952,0.20858,0.04213,0.545856,0.61866,0.178181,0.302841,0.952933,0.989892,0.0
439,"00:26:25,289 --> 00:26:26,061
","Yeah, right.

",0.110193,0.691281,0.09067,0.076706,0.092517,0.32429,0.294769,0.618666,0.560647,0.535795,0.0,0.0,0.0
440,"00:26:26,252 --> 00:26:30,314
","Next day, she says she's thought about it
and she wants a trial separation.

",0.506928,0.287797,0.116292,0.061136,0.105771,0.637495,0.100333,0.755564,0.182487,0.153098,0.747663,0.952443,0.0
441,"00:26:30,482 --> 00:26:33,336
","She just wants to try it,
she says, but we can still date.

",0.770373,0.130349,0.035058,0.078925,0.044398,0.328636,0.323779,0.740233,0.125094,0.47286,0.0,0.985034,0.0
442,"00:26:33,538 --> 00:26:35,320
","Like this is supposed
to cushion the blow.

",0.47888,0.035248,0.088897,0.265636,0.241599,0.838923,0.199919,0.31954,0.408139,0.53866,0.0,0.99631,0.0
443,"00:26:35,399 --> 00:26:37,261
","I mean, I got married
so I could stop dating.

",0.490273,0.435539,0.043694,0.092837,0.010627,0.091684,0.049352,0.561961,0.091161,0.001002,0.0,0.978371,0.0
444,"00:26:37,352 --> 00:26:39,897
","So I don't see where we can still date
is any big incentive

",0.528679,0.276567,0.182487,0.048455,0.032824,0.039638,0.205784,0.535041,0.482996,0.256812,0.0,0.959646,0.0
