dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
260,"00:17:04,524 --> 00:17:05,859
","EMIL:
Excuse me, Monsieur Rick.

",0.115092,0.45274,0.217517,0.16301,0.11714,0.355868,0.12796,0.606476,0.482248,0.149157,0.0,0.0,0.0
261,"00:17:06,026 --> 00:17:08,862
","A gentleman inside
has won 20,000 francs...

",0.643277,0.128402,0.218423,0.053605,0.035109,0.163674,0.119055,0.520038,0.374322,0.151862,0.0,0.0,0.0
262,"00:17:09,237 --> 00:17:11,448
","...and the cashier
would like some money.

",0.462795,0.334004,0.03587,0.061497,0.202891,0.75533,0.226125,0.656703,0.722374,0.69815,0.0,0.997591,0.0
263,"00:17:12,782 --> 00:17:14,034
","I'll get it from the safe.

",0.164465,0.506476,0.248428,0.036265,0.136449,0.399125,0.866368,0.896286,0.353879,0.963903,0.982476,0.0,0.0
264,"00:17:14,200 --> 00:17:15,785
","I'm so upset, Rick. You know I--

",0.565628,0.087424,0.039342,0.328294,0.04576,0.015481,0.07647,0.621477,0.176303,0.000162,0.0,0.0,0.0
265,"00:17:15,952 --> 00:17:18,580
","Forget it, Emil. Mistakes like that
happen all the time.

",0.602209,0.110867,0.048049,0.262344,0.036713,0.17586,0.479255,0.638908,0.268948,0.890035,0.970663,0.0,0.932568
266,"00:17:18,788 --> 00:17:20,540
","EMIL:
I'm awfully sorry.

",0.601147,0.040312,0.031444,0.367747,0.041511,0.150956,0.124179,0.609871,0.449254,0.082406,0.0,0.0,0.0
267,"00:17:26,129 --> 00:17:29,799
","Rick, there will be some excitement
here tonight. An arrest in your café.

",0.456674,0.363635,0.162447,0.028072,0.044318,0.782292,0.241297,0.893389,0.647019,0.150833,0.066924,0.959646,0.0
268,"00:17:29,966 --> 00:17:31,676
","- Again?
- This is no ordinary arrest.

",0.369816,0.170878,0.136245,0.250388,0.170828,0.238328,0.203636,0.594846,0.41064,0.356156,0.280846,0.0,0.0
269,"00:17:31,885 --> 00:17:33,261
","A murderer, no less.

",0.260215,0.500757,0.109711,0.088388,0.126376,0.333211,0.268479,0.589799,0.52312,0.388705,0.0,0.0,0.0
270,"00:17:33,887 --> 00:17:37,474
","If you're thinking of warning him, don't
put yourself out. He cannot escape.

",0.079694,0.166865,0.302422,0.282262,0.288925,0.510293,0.016682,0.423124,0.035775,0.002443,0.0,0.0,0.0
271,"00:17:37,682 --> 00:17:41,478
","- I stick my neck out for nobody.
- A wise foreign policy.

",0.492275,0.010989,0.225632,0.300199,0.10386,0.933238,0.054542,0.263859,0.69559,0.49779,0.096699,0.0,0.0
272,"00:17:41,728 --> 00:17:44,981
","[SPEAKS IN FRENCH]

",0.225995,0.407486,0.213009,0.139298,0.078978,0.312741,0.274356,0.599314,0.543422,0.248274,0.0,0.0,0.0
273,"00:17:45,231 --> 00:17:47,776
","Could have made the arrest earlier,
at the Blue Parrot.

",0.339546,0.221231,0.061204,0.307294,0.137466,0.680643,0.418841,0.721429,0.373335,0.882862,0.117548,0.978371,0.0
274,"00:17:47,942 --> 00:17:50,070
","Out of my regard for you,
we're staging it here.

",0.201067,0.412132,0.103289,0.275184,0.070481,0.905669,0.917738,0.885868,0.935881,0.662475,0.0,0.0,0.0
275,"00:17:50,236 --> 00:17:51,738
","It will amuse your customers.

",0.03107,0.6994,0.026525,0.226615,0.058135,0.280862,0.39704,0.662569,0.763327,0.726603,0.0,0.0,0.0
276,"00:17:52,322 --> 00:17:54,407
","Our entertainment's enough.

",0.166313,0.312349,0.119815,0.105612,0.395903,0.14387,0.220547,0.583502,0.336485,0.104856,0.0,0.0,0.0
277,"00:17:54,949 --> 00:17:57,035
","We're to have an important guest
here tonight.

",0.184898,0.692688,0.143643,0.032564,0.020066,0.445021,0.29811,0.90397,0.746419,0.332367,0.0,0.0,0.0
278,"00:17:57,243 --> 00:17:59,746
","Major Strasser
of the Third Reich, no less.

",0.235156,0.09594,0.350413,0.3458,0.076113,0.538839,0.084176,0.296847,0.289408,0.27184,0.0,0.0,0.0
279,"00:17:59,913 --> 00:18:02,082
","We want him to be here
when we make the arrest.

",0.167617,0.587588,0.1113,0.122434,0.057292,0.323235,0.689719,0.848388,0.166862,0.675879,0.096699,0.0,0.0
280,"00:18:02,248 --> 00:18:04,834
","A demonstration of the efficiency
of my administration.

",0.347266,0.182102,0.17153,0.195209,0.168214,0.455334,0.191506,0.546234,0.46893,0.719565,0.98445,0.0,0.0
281,"00:18:05,001 --> 00:18:06,920
","RICK: I see.
And what's Strasser doing here?

",0.371838,0.372042,0.131388,0.115511,0.089081,0.301252,0.178357,0.793074,0.667348,0.080794,0.0,0.0,0.0
282,"00:18:07,128 --> 00:18:11,007
","He certainly didn't come here to witness
a demonstration of your efficiency.

",0.744047,0.046008,0.105314,0.040917,0.1426,0.298898,0.500192,0.905981,0.227019,0.661525,0.952933,0.920906,0.0
283,"00:18:11,216 --> 00:18:12,342
","- Perhaps not.
- Here.

",0.823174,0.054033,0.034123,0.125537,0.03506,0.887468,0.132738,0.673277,0.203592,0.207863,0.0,0.999484,0.0
284,"00:18:12,509 --> 00:18:14,636
","- It shall not happen again.
- That's all right.

",0.507468,0.20072,0.162469,0.06967,0.147483,0.297686,0.330348,0.756355,0.06002,0.549819,0.0,0.0,0.986725
285,"00:18:14,844 --> 00:18:17,680
","Louis, you got something on your mind.
Why don't you spill it.

",0.180411,0.177025,0.382674,0.227571,0.116833,0.1011,0.668107,0.746046,0.820368,0.503187,0.0,0.966403,0.0
286,"00:18:17,847 --> 00:18:19,349
","How observant you are.

",0.185227,0.294318,0.171855,0.098863,0.326413,0.476038,0.287001,0.612893,0.57448,0.354986,0.0,0.0,0.0
287,"00:18:19,682 --> 00:18:22,352
","As a matter of fact,
I wanted to give you a word of advice.

",0.31146,0.148826,0.318008,0.164401,0.155616,0.574515,0.103052,0.615311,0.109304,0.365149,0.991164,0.0,0.965244
288,"00:18:22,519 --> 00:18:23,561
","Yeah?

",0.0,0.0,0.0,0.0,0.0,0.271792,0.274537,0.599541,0.543072,0.337379,0.0,0.0,0.0
289,"00:18:23,853 --> 00:18:26,147
","- Have a brandy?
- Thank you.

",0.044686,0.850238,0.052162,0.034403,0.065312,0.403778,0.288433,0.824163,0.695005,0.856062,0.0,0.0,0.0
290,"00:18:27,273 --> 00:18:29,234
","There are many exit visas
sold in this café...

",0.309715,0.174339,0.091854,0.281617,0.224139,0.082985,0.151573,0.378961,0.451054,0.19542,0.0,0.0,0.0
291,"00:18:29,400 --> 00:18:31,277
","...but we know
that you've never sold one.

",0.445041,0.293495,0.252022,0.021577,0.057304,0.05198,0.181718,0.608744,0.02636,0.463606,0.908592,0.0,0.952663
292,"00:18:31,778 --> 00:18:33,947
","That is the reason
we permit you to remain open.

",0.123352,0.510265,0.287802,0.073949,0.083214,0.291661,0.522881,0.408215,0.214967,0.715567,0.970663,0.0,0.0
293,"00:18:34,114 --> 00:18:36,407
","I thought it was because
I let you win at roulette.

",0.196854,0.527677,0.199812,0.066734,0.089334,0.441964,0.224258,0.908329,0.174551,0.816486,0.968791,0.884138,0.0
294,"00:18:36,574 --> 00:18:37,826
","That is another reason.

",0.348511,0.324816,0.129551,0.162743,0.103211,0.86885,0.252456,0.515747,0.374508,0.421744,0.920855,0.0,0.0
295,"00:18:38,034 --> 00:18:40,787
","There is a man arrived in Casablanca
on his way to America.

",0.399808,0.205254,0.169884,0.064514,0.257737,0.099887,0.195316,0.249678,0.430065,0.815684,0.080162,0.0,0.0
296,"00:18:40,995 --> 00:18:43,873
","He will offer a fortune to anyone
who'll furnish an exit visa.

",0.210039,0.364738,0.185832,0.183896,0.159008,0.030168,0.194144,0.609408,0.194961,0.589801,0.080162,0.966403,0.0
297,"00:18:44,040 --> 00:18:46,543
","- What's his name?
- Victor Laszlo.

",0.531718,0.23496,0.06253,0.090847,0.149296,0.370805,0.104017,0.583515,0.449629,0.326792,0.0,0.0,0.0
298,"00:18:46,918 --> 00:18:48,336
","Victor Laszlo?

",0.226666,0.57895,0.087351,0.088941,0.073226,0.114606,0.270052,0.589959,0.518302,0.206835,0.0,0.0,0.0
299,"00:18:48,503 --> 00:18:51,089
","Rick, that is the first time
I've seen you so impressed.

",0.261485,0.633941,0.053452,0.058482,0.044014,0.127702,0.136085,0.479046,0.304987,0.508429,0.0,0.0,0.0
300,"00:18:51,256 --> 00:18:53,258
","He's succeeded in impressing
half the world.

",0.192311,0.690864,0.077881,0.025885,0.073949,0.019694,0.077967,0.368158,0.197131,0.055142,0.0,0.0,0.0
301,"00:18:53,424 --> 00:18:56,886
","It's my duty to see that
he doesn't impress the other half.

",0.099697,0.150769,0.04896,0.234371,0.537672,0.043153,0.205281,0.120279,0.024272,0.778125,0.0,0.0,0.0
302,"00:18:57,053 --> 00:19:00,056
","Laszlo must never reach America.
He stays in Casablanca.

",0.332622,0.417347,0.1492,0.061686,0.133181,0.083999,0.266869,0.517916,0.217495,0.531468,0.324507,0.0,0.759179
303,"00:19:00,348 --> 00:19:02,308
","It'll be interesting
to see how he manages.

",0.372058,0.287843,0.081311,0.180017,0.185423,0.069154,0.146229,0.760302,0.243516,0.26933,0.0,0.0,0.0
304,"00:19:02,517 --> 00:19:04,644
","- Manages what?
- His escape.

",0.118375,0.30056,0.055168,0.466731,0.156325,0.179564,0.119623,0.578348,0.314872,0.319847,0.0,0.0,0.0
305,"00:19:04,853 --> 00:19:06,729
","- But I just told you--
- Stop it.

",0.451083,0.193543,0.131036,0.216129,0.077645,0.311635,0.344214,0.780819,0.073375,0.137978,0.0,0.991679,0.0
306,"00:19:06,896 --> 00:19:08,731
","He escaped from
a concentration camp.

",0.198559,0.469209,0.119799,0.14083,0.136221,0.161843,0.12733,0.582234,0.346305,0.225636,0.952933,0.0,0.0
307,"00:19:08,898 --> 00:19:10,859
","The Nazis have chased him
all over Europe.

",0.161685,0.178396,0.108482,0.256502,0.364889,0.362704,0.253971,0.440856,0.315334,0.425901,0.0,0.0,0.986725
308,"00:19:11,025 --> 00:19:14,863
","- This is the end of the chase.
- Twenty thousand francs says it isn't.

",0.739624,0.120398,0.094744,0.053714,0.057163,0.482408,0.041553,0.111988,0.003845,0.245536,0.0,0.0,0.0
309,"00:19:15,071 --> 00:19:16,406
","Is that a serious offer?

",0.108458,0.033186,0.431726,0.222628,0.357718,0.811984,0.328074,0.574719,0.624913,0.668938,0.0,0.0,0.849827
310,"00:19:16,739 --> 00:19:18,908
","I just paid out 20,
and I'd like to get it back.

",0.583048,0.212502,0.072273,0.132482,0.099888,0.103051,0.411995,0.665374,0.177583,0.473802,0.924432,0.990508,0.0
311,"00:19:19,242 --> 00:19:21,911
","Make it 10.
I'm only a poor corrupt official.

",0.846435,0.022709,0.029121,0.092767,0.123003,0.096925,0.038191,0.31246,0.027705,0.185687,0.802429,0.0,0.0
312,"00:19:22,745 --> 00:19:23,913
","- Okay.
- Done.

",0.175064,0.629461,0.060911,0.146837,0.043628,0.195568,0.129997,0.604235,0.442053,0.223022,0.0,0.0,0.0
313,"00:19:24,122 --> 00:19:28,126
","No matter how clever he is, he still
needs an exit visa. Or I should say two.

",0.368775,0.209374,0.04257,0.330601,0.141846,0.296655,0.171068,0.402346,0.009966,0.521387,0.694442,0.789226,0.0
314,"00:19:28,585 --> 00:19:30,628
","- Why two?
- He is traveling with a lady.

",0.207103,0.499107,0.0384,0.061553,0.262826,0.739986,0.286721,0.748907,0.825012,0.616926,0.0,0.0,0.0
315,"00:19:30,837 --> 00:19:33,548
","- He'll take one.
- I think not. I've seen the lady.

",0.643674,0.133254,0.093851,0.046261,0.187535,0.115812,0.001573,0.28473,9e-06,0.012194,0.857009,0.0,0.0
316,"00:19:33,840 --> 00:19:36,467
","And if he did not leave her
in Marseilles or Oran...

",0.423294,0.163573,0.124457,0.262165,0.138553,0.617766,0.100823,0.619656,0.23184,0.135893,0.829888,0.972662,0.0
317,"00:19:37,010 --> 00:19:39,095
","...he certainly won't leave her
in Casablanca.

",0.593182,0.228838,0.052152,0.117476,0.083945,0.136312,0.103931,0.661203,0.228086,0.089605,0.0,0.975886,0.0
318,"00:19:39,304 --> 00:19:41,431
","Maybe he's not quite
as romantic as you are.

",0.426878,0.397205,0.120147,0.056311,0.093434,0.623122,0.087533,0.622126,0.485356,0.038564,0.0,0.994704,0.0
319,"00:19:41,639 --> 00:19:44,893
","It doesn't matter.
There is no exit visa for him.

",0.587137,0.249242,0.07643,0.12828,0.04009,0.054066,0.201654,0.374201,0.205353,0.65361,0.117548,0.0,0.0
320,"00:19:45,518 --> 00:19:49,105
","Whatever gave you the impression
that I might help Laszlo escape?

",0.097138,0.350451,0.42299,0.150069,0.065013,0.934427,0.100218,0.978328,0.170381,0.342867,0.0,0.972662,0.0
321,"00:19:49,480 --> 00:19:52,650
","Because, my dear Ricky,
I suspect that under that cynical shell...

",0.307268,0.122021,0.131191,0.454021,0.065183,0.880104,0.012439,0.760052,0.435839,0.508758,0.962247,0.972662,0.0
322,"00:19:52,817 --> 00:19:54,569
","...you are at heart a sentimentalist.

",0.292309,0.555883,0.085936,0.073815,0.029366,0.400465,0.546974,0.824443,0.701174,0.252605,0.0,0.0,0.0
323,"00:19:55,195 --> 00:19:58,114
","Laugh if you will, but I happen
to be familiar with your record.

",0.265363,0.547539,0.123759,0.07578,0.064255,0.332362,0.417775,0.983189,0.53192,0.444378,0.77494,0.0,0.0
324,"00:19:58,364 --> 00:20:00,450
","Let me point out just two items:

",0.323722,0.241346,0.228217,0.250557,0.060329,0.77018,0.587616,0.662532,0.805455,0.354477,0.144719,0.91961,0.0
325,"00:20:00,783 --> 00:20:04,787
","In 1935, you ran guns to Ethiopia.

",0.370221,0.130088,0.389934,0.087171,0.103614,0.035458,0.345619,0.576066,0.535141,0.77928,0.0,0.0,0.0
326,"00:20:04,954 --> 00:20:08,875
","In 1936, you fought in Spain
on the Loyalist side.

",0.233705,0.197189,0.372679,0.144954,0.128963,0.0884,0.185577,0.434598,0.423465,0.4179,0.0,0.0,0.0
327,"00:20:09,083 --> 00:20:11,377
","And got well paid for it
on both occasions.

",0.144293,0.538776,0.018445,0.29706,0.109752,0.112936,0.497929,0.67393,0.399882,0.847861,0.0,0.0,0.0
328,"00:20:11,586 --> 00:20:13,880
","The winning side would
have paid you much better.

",0.226763,0.669181,0.039827,0.071645,0.050102,0.112658,0.362109,0.798522,0.563881,0.915167,0.0,0.0,0.0
329,"00:20:14,255 --> 00:20:16,174
","- Maybe.
- Uh-huh.

",0.668605,0.044242,0.182548,0.161737,0.030719,0.163759,0.130493,0.60416,0.435937,0.249729,0.0,0.999895,0.0
330,"00:20:16,341 --> 00:20:18,551
","It seems you're determined
to keep Laszlo here.

",0.430653,0.370507,0.075972,0.16089,0.035675,0.07527,0.054481,0.552516,0.188531,0.030065,0.0,0.987926,0.0
331,"00:20:18,760 --> 00:20:20,511
","I have my orders.

",0.340427,0.377029,0.123059,0.137361,0.089935,0.289687,0.40048,0.585047,0.441197,0.4358,0.0,0.0,0.0
332,"00:20:21,304 --> 00:20:23,139
","I see. Gestapo spank.

",0.541343,0.20723,0.097639,0.109159,0.112056,0.153111,0.120118,0.66094,0.403471,0.231598,0.0,0.0,0.0
333,"00:20:23,348 --> 00:20:26,142
","My dear Ricky, you overestimate
the influence of the Gestapo.

",0.197578,0.500973,0.182513,0.118707,0.058267,0.241421,0.159394,0.661261,0.644318,0.505491,0.891222,0.0,0.0
334,"00:20:26,351 --> 00:20:29,687
","I don't interfere with them,
and they don't interfere with me.

",0.525734,0.109829,0.194804,0.177788,0.074195,0.478849,0.245116,0.599928,0.62413,0.064261,0.0,0.0,0.0
335,"00:20:29,896 --> 00:20:31,981
","In Casablanca, I am master of my fate.

",0.376053,0.113631,0.269525,0.213797,0.092667,0.704643,0.278458,0.423656,0.283744,0.144649,0.116314,0.0,0.0
336,"00:20:32,148 --> 00:20:34,317
","- I am--
- Major Strasser is here, sir.

",0.315953,0.274183,0.295927,0.178632,0.021777,0.556236,0.041499,0.596532,0.097806,0.000921,0.0,0.0,0.0
337,"00:20:34,484 --> 00:20:36,694
","- You were saying?
- Excuse me.

",0.126225,0.317411,0.295594,0.157598,0.169016,0.490096,0.163912,0.655928,0.662296,0.11979,0.0,0.0,0.0
338,"00:20:46,496 --> 00:20:49,707
","Carl, see that Major Strasser
gets a good table, close to the ladies.

",0.503166,0.160213,0.156056,0.045852,0.20797,0.257233,0.241132,0.70409,0.985512,0.77612,0.186171,0.0,0.0
339,"00:20:49,916 --> 00:20:51,751
","I have already given him the best...

",0.157007,0.53575,0.080677,0.076957,0.21315,0.237654,0.551726,0.650322,0.016323,0.560252,0.0,0.0,0.0
340,"00:20:51,918 --> 00:20:54,504
","...knowing he is German
and would take it anyway.

",0.202112,0.088445,0.531089,0.05082,0.207105,0.55042,0.212705,0.543829,0.003064,0.217504,0.883404,0.0,0.0
341,"00:20:56,673 --> 00:20:58,716
","Take him quietly.
Two guards at every door.

",0.183648,0.222744,0.410029,0.097869,0.157072,0.117792,0.177751,0.647451,0.293723,0.35652,0.0,0.0,0.986725
342,"00:20:58,883 --> 00:21:00,760
","Yes, sir.

",0.147914,0.712702,0.09555,0.043802,0.065134,0.283478,0.274691,0.599972,0.541919,0.33881,0.0,0.0,0.0
343,"00:21:04,264 --> 00:21:06,808
","- Everything is ready, sir.
- Go ahead.

",0.30782,0.595201,0.097269,0.042703,0.005614,0.041031,0.267894,0.619045,0.230187,0.471965,0.0,0.0,0.0
344,"00:21:12,522 --> 00:21:14,857
","- Good evening, gentlemen.
- Good evening, captain.

",0.066139,0.849965,0.039093,0.063707,0.010291,0.342904,0.13005,0.599371,0.451321,0.218669,0.0,0.0,0.0
345,"00:21:15,024 --> 00:21:17,026
","- Won't you join us?
- Thank you.

",0.066982,0.802813,0.060613,0.072206,0.042948,0.179155,0.259556,0.710682,0.534535,0.737608,0.0,0.0,0.0
346,"00:21:18,111 --> 00:21:21,864
","- It's a pleasure to have you here, major.
- Champagne and a tin of caviar.

",0.094698,0.736189,0.158379,0.034915,0.059656,0.965502,0.535948,0.694501,0.775571,0.633451,0.0,0.0,0.0
347,"00:21:22,031 --> 00:21:24,701
","May I recommend Veuve Clicquot '26,
a good French wine.

",0.040951,0.829509,0.137547,0.018088,0.030577,0.254574,0.207959,0.558494,0.427962,0.168442,0.0,0.902459,0.0
348,"00:21:24,867 --> 00:21:27,578
","- Thank you.
- Very well, sir.

",0.06426,0.856363,0.033912,0.059468,0.026321,0.239033,0.137103,0.626662,0.433769,0.418037,0.0,0.0,0.995186
349,"00:21:27,870 --> 00:21:31,082
","- A very interesting club.
- Especially so tonight, major.

",0.443987,0.298098,0.127215,0.131924,0.060356,0.529006,0.065709,0.765576,0.664522,0.029843,0.0,0.0,0.986725
350,"00:21:31,291 --> 00:21:34,877
","In a few minutes you'll see the arrest
of the man who murdered your couriers.

",0.126881,0.051432,0.17282,0.155521,0.625141,0.173625,0.323564,0.781737,0.374921,0.661623,0.047545,0.0,0.0
351,"00:21:35,044 --> 00:21:36,587
","I expected no less, captain.

",0.435471,0.294368,0.162135,0.134595,0.043518,0.373677,0.218278,0.545341,0.324723,0.350947,0.882284,0.0,0.0
352,"00:21:36,838 --> 00:21:38,381
","Monsieur Ugarte.

",0.238429,0.5306,0.114765,0.094565,0.067335,0.264638,0.274778,0.598966,0.543446,0.206339,0.0,0.0,0.0
353,"00:21:39,007 --> 00:21:41,259
","Oh. Yes?

",0.173589,0.578393,0.156717,0.079012,0.060932,0.265704,0.27456,0.599682,0.542928,0.315062,0.0,0.0,0.0
354,"00:21:41,426 --> 00:21:43,803
","- Will you please come with us?
- Certainly.

",0.111081,0.254482,0.456514,0.081181,0.179035,0.623459,0.429895,0.842624,0.611401,0.349515,0.0,0.991679,0.0
355,"00:21:45,179 --> 00:21:47,056
","May I first please cash my chips?

",0.05454,0.468297,0.269645,0.17686,0.105525,0.029257,0.561574,0.749297,0.477911,0.629956,0.0,0.681699,0.0
356,"00:21:47,682 --> 00:21:49,934
","[DEALER SPEAKING IN FRENCH]

",0.241031,0.434552,0.202378,0.119368,0.077449,0.433943,0.273214,0.59465,0.560435,0.264272,0.0,0.0,0.0
357,"00:21:54,147 --> 00:21:56,816
","Very lucky, huh?
Two thousand, please.

",0.501822,0.322489,0.074623,0.097992,0.028927,0.069338,0.139347,0.677497,0.349825,0.078724,0.0,0.0,0.0
358,"00:22:04,032 --> 00:22:05,992
","Thank you.

",0.0,1.0,0.0,0.0,0.0,0.361539,0.275698,0.600671,0.547751,0.435265,0.0,0.0,0.0
359,"00:22:15,918 --> 00:22:18,212
","[SCREAMING]

",0.0,0.0,0.0,0.0,0.0,0.287356,0.274434,0.599483,0.543325,0.288681,0.0,0.0,0.0
360,"00:22:18,713 --> 00:22:20,631
","Rick! Rick, help me!

",0.217147,0.420481,0.243723,0.168521,0.022677,0.355752,0.274708,0.600016,0.545851,0.268529,0.0,0.0,0.0
361,"00:22:20,882 --> 00:22:24,927
","- Don't be a fool. You can't get away.
- But, Rick, hide me. Do something!

",0.193041,0.019857,0.483472,0.355956,0.066043,0.02387,0.146767,0.400744,0.016138,0.049707,0.0,0.952443,0.0
362,"00:22:32,602 --> 00:22:33,936
","Excellent, captain.

",0.112092,0.767249,0.075059,0.063737,0.044355,0.385645,0.274481,0.59955,0.544026,0.309128,0.0,0.0,0.0
363,"00:22:34,103 --> 00:22:36,773
","When they come for me,
I hope you'll be more of a help.

",0.048945,0.284201,0.549491,0.151608,0.091844,0.362353,0.615303,0.984635,0.192457,0.034978,0.0,0.959646,0.0
364,"00:22:36,939 --> 00:22:39,025
","I stick my neck out for nobody.

",0.485563,0.013768,0.266073,0.30244,0.038231,0.627149,0.275718,0.449516,0.538227,0.306445,0.0,0.0,0.0
365,"00:22:39,275 --> 00:22:43,071
","I'm sorry there was a disturbance, folks,
but it's all over now.

",0.629406,0.02999,0.099647,0.240612,0.084417,0.813372,0.05668,0.716642,0.327409,0.152079,0.0,0.0,0.971165
366,"00:22:43,279 --> 00:22:46,240
","Just sit down and have a good time.
Enjoy yourselves. All right, Sam.

",0.325142,0.658855,0.020839,0.047672,0.014245,0.223155,0.6109,0.926853,0.904079,0.546998,0.0,0.0,0.0
367,"00:22:46,407 --> 00:22:47,867
","Okay, boss.

",0.235059,0.563682,0.085893,0.136261,0.054813,0.261421,0.274707,0.599794,0.543463,0.32491,0.982476,0.0,0.0
368,"00:22:48,034 --> 00:22:50,703
","[BAND PLAYING]

",0.530393,0.286086,0.09749,0.073862,0.057117,0.303688,0.274253,0.599346,0.543049,0.284771,0.0,0.0,0.0
369,"00:22:52,914 --> 00:22:54,332
","RENAULT:
Rick.

",0.236188,0.511108,0.104674,0.109599,0.08753,0.214611,0.12979,0.603908,0.443243,0.200882,0.0,0.0,0.0
370,"00:22:54,624 --> 00:22:58,086
","Rick, this is Major Heinrich Strasser
of the Third Reich.

",0.216224,0.093851,0.356158,0.309257,0.124893,0.815309,0.0832,0.262222,0.358181,0.18694,0.0,0.0,0.0
371,"00:22:58,252 --> 00:23:00,129
","- How do you do, Mr. Rick?
- How do you do?

",0.489842,0.063213,0.202368,0.243389,0.102205,0.01535,0.137873,0.603734,0.437625,0.433583,0.0,0.0,0.0
372,"00:23:00,296 --> 00:23:02,465
","You already know Herr Heinze
of the Third Reich.

",0.561668,0.128822,0.096704,0.23914,0.025237,0.504228,0.154877,0.295965,0.280737,0.32952,0.883404,0.0,0.0
373,"00:23:02,632 --> 00:23:05,134
","Please join us, Mr. Rick.

",0.1362,0.467047,0.13506,0.187014,0.106252,0.290544,0.301186,0.636796,0.536932,0.301589,0.0,0.0,0.0
374,"00:23:08,721 --> 00:23:10,306
","We are very honored tonight.

",0.160976,0.546453,0.276521,0.04624,0.016048,0.600221,0.315029,0.682488,0.653787,0.390561,0.0,0.0,0.961633
375,"00:23:10,473 --> 00:23:14,644
","Major Strasser is one of the reasons the
Third Reich enjoys the reputation it has.

",0.070909,0.608206,0.097817,0.214697,0.078028,0.796934,0.132384,0.130284,0.311197,0.5253,0.720783,0.0,0.0
376,"00:23:14,811 --> 00:23:17,772
","You repeat Third Reich as though
you expected there to be others.

",0.170146,0.534867,0.167539,0.151556,0.053558,0.369228,0.483416,0.829681,0.49968,0.691741,0.995353,0.0,0.0
377,"00:23:17,980 --> 00:23:20,566
","Well, personally, major,
I will take what comes.

",0.163725,0.334689,0.412936,0.10181,0.101242,0.575498,0.17382,0.920487,0.16145,0.185285,0.0,0.0,0.0
378,"00:23:21,692 --> 00:23:23,778
","Do you mind
if I ask you a few questions?

",0.078383,0.207314,0.555164,0.170019,0.101155,0.287246,0.37644,0.751424,0.302212,0.409926,0.0,0.0,0.932568
379,"00:23:23,986 --> 00:23:26,531
","- Unofficially, of course.
- Make it official if you like.

",0.184075,0.303131,0.264567,0.087539,0.25146,0.787305,0.763879,0.311754,0.239263,0.844473,0.908592,0.0,0.986725
380,"00:23:26,697 --> 00:23:29,325
","- What is your nationality?
- I'm a drunkard.

",0.141225,0.163756,0.547891,0.088189,0.146281,0.752971,0.030782,0.197082,0.688315,0.088018,0.0,0.0,0.0
381,"00:23:30,910 --> 00:23:32,954
","And that makes Rick a citizen
of the world.

",0.287643,0.503311,0.096164,0.057045,0.11765,0.94011,0.217753,0.424099,0.503777,0.77514,0.0,0.0,0.0
382,"00:23:33,246 --> 00:23:35,790
","I was born in New York City,
if that'll help you any.

",0.311524,0.342829,0.191346,0.104292,0.110302,0.440638,0.069947,0.81214,0.568951,0.278908,0.802429,0.966403,0.0
383,"00:23:36,332 --> 00:23:39,502
","I understand you came here from Paris
at the time of the occupation.

",0.63025,0.213967,0.143123,0.055587,0.044705,0.473166,0.382786,0.731182,0.247968,0.557104,0.77494,0.0,0.0
384,"00:23:39,669 --> 00:23:41,421
","There seems to be no secret
about that.

",0.564192,0.116757,0.181126,0.149261,0.068896,0.694116,0.204981,0.651662,0.361982,0.583844,0.0,0.99631,0.0
385,"00:23:41,629 --> 00:23:43,047
","Are you one of those people...

",0.220217,0.157613,0.076476,0.329321,0.281199,0.606327,0.340469,0.581706,0.465731,0.228884,0.0,0.0,0.0
386,"00:23:43,214 --> 00:23:46,008
","...who cannot imagine the Germans
in their beloved Paris?

",0.498999,0.240699,0.097221,0.064195,0.188956,0.003317,0.091853,0.492581,0.355842,0.009948,0.883404,0.0,0.0
387,"00:23:46,175 --> 00:23:48,177
","It's not particularly my beloved Paris.

",0.643894,0.221994,0.059813,0.103278,0.023683,0.241241,0.171788,0.705295,0.363973,0.054469,0.620279,0.0,0.0
388,"00:23:48,386 --> 00:23:50,263
","Can you imagine us in London?

",0.333009,0.460012,0.075075,0.095127,0.092178,0.019596,0.352251,0.80332,0.482064,0.102784,0.842108,0.0,0.0
389,"00:23:51,389 --> 00:23:52,890
","When you get there, ask me.

",0.368193,0.2992,0.149403,0.235853,0.050397,0.340308,0.652756,0.751082,0.836386,0.280617,0.0,0.0,0.0
390,"00:23:53,349 --> 00:23:54,517
","Diplomatist.

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
391,"00:23:54,684 --> 00:23:55,852
","How about New York?

",0.47438,0.214178,0.160294,0.091305,0.113833,0.433249,0.274889,0.642616,0.661223,0.356893,0.0,0.88939,0.0
392,"00:23:56,018 --> 00:23:58,104
","Well, there are
sections of New York, major...

",0.345701,0.38669,0.198879,0.080579,0.064292,0.980552,0.191287,0.551649,0.716445,0.276796,0.0,0.0,0.0
