dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident,emotionmean
441,"00:42:56,491 --> 00:43:00,291
",#NAME?,0.134902,0.599357,0.050783,0.05748,0.010806,0.04906,0.809216,0.511493,0.410963,0.298003,0,0,0,
442,"00:43:11,672 --> 00:43:13,094
","Come, Maria.
",0.297226,0.222989,0.159944,0.145225,0.102181,0.248943,0.274436,0.599646,0.54386,0.269605,0,0,0,
443,"00:43:18,679 --> 00:43:19,896
","Maria.
",0,0,0,0,0,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
444,"00:43:26,145 --> 00:43:29,024
","- I don't want you.
- I want you, though.
",0.431651,0.000598,0.446074,0.209535,0.058325,0.168856,0.20621,0.621289,0.154157,0.041039,0,0,0,
445,"00:43:38,950 --> 00:43:42,204
","I want you for a war council.
Jets and Sharks.
",0.296972,0.007192,0.123406,0.24444,0.524768,0.641623,0.392503,0.689737,0.428543,0.768401,0,0,0,
446,"00:43:42,703 --> 00:43:45,832
","- The pleasure is mine.
- Let's go outside.
",0.112349,0.410073,0.143275,0.103328,0.114413,0.521154,0.137677,0.720012,0.417694,0.540226,0.222581,0,0,
447,"00:43:45,915 --> 00:43:49,294
","I would not leave the ladies here
alone with your kind around.
",0.634262,0.010301,0.222719,0.065365,0.175418,0.685819,0.557311,0.970434,0.94481,0.243,0,0.966403,0,
448,"00:43:49,377 --> 00:43:51,050
","We will meet you at midnight.
",0.040005,0.431215,0.261091,0.126379,0.013656,0.103576,0.458571,0.72225,0.423786,0.487275,0,0,0,
449,"00:43:51,712 --> 00:43:53,339
","Doc's candy store?
",0.433236,0.064093,0.359049,0.151571,0.027431,0.365971,0.275803,0.5994,0.537605,0.375708,0,0,0,
450,"00:43:54,132 --> 00:43:56,180
","And no jazz before then.
",0.315218,0.17763,0.169519,0.170852,0.132864,0.525789,0.353176,0.515831,0.569533,0.80885,0.687768,0,0,
451,"00:43:56,801 --> 00:43:58,895
","I understand the rules...
",0.673,0.078033,0.023655,0.043506,0.175117,0.5391,0.279223,0.397045,0.243626,0.296413,0,0.88939,0,
452,"00:43:59,512 --> 00:44:00,889
","native boy.
",0.262442,0.244463,0.118191,0.132017,0.173662,0.370767,0.274254,0.599484,0.545907,0.333962,0,0,0,
453,"00:44:02,390 --> 00:44:03,482
","Ice.
",0,0,0,0,0,0.290367,0.274434,0.599483,0.543325,0.291085,0,0,0,
454,"00:44:08,855 --> 00:44:12,280
","- Doc's at midnight. Spread the word.
- Right, daddy-o.
",0.077623,0.347228,0.2978,0.141521,0.024639,0.484515,0.215834,0.786815,0.415568,0.754407,0.178218,0,0,
455,"00:44:18,573 --> 00:44:19,745
","Maria.
",0,0,0,0,0,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
456,"00:44:24,787 --> 00:44:28,883
","__The most beautiful sound I ever heard __
",0.080114,0.688919,0.063856,0.026898,0.017167,0.564534,0.141485,0.630868,0.471452,0.22683,0,0,0,
457,"00:44:38,259 --> 00:44:41,103
","__All the beautiful sounds of the world __
",0.063692,0.805719,0.023271,0.009675,0.006597,0.886688,0.308102,0.525448,0.580271,0.527359,0,0,0.92125,
458,"00:44:41,179 --> 00:44:43,523
","__In a single word __
",0.383174,0.160455,0.186372,0.040769,0.182405,0.457815,0.270342,0.583899,0.54072,0.3782,0,0,0,
459,"00:44:52,356 --> 00:44:54,279
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
460,"00:44:54,817 --> 00:44:58,412
","__I just met a girl named Maria __
",0.117306,0.421089,0.075654,0.057667,0.213056,0.500074,0.185552,0.735444,0.777959,0.35001,0,0.91961,0,
461,"00:44:59,280 --> 00:45:01,328
","__And suddenly that name __
",0.18111,0.143244,0.367974,0.141472,0.184689,0.840611,0.221784,0.590465,0.47456,0.173993,0,0,0,
462,"00:45:01,449 --> 00:45:04,874
","__Will never be the same to me __
",0.311556,0.180664,0.164427,0.172121,0.136325,0.22955,0.585345,0.781953,0.271085,0.313079,0,0,0.751512,
463,"00:45:05,620 --> 00:45:07,463
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
464,"00:45:07,705 --> 00:45:11,380
","__I just kissed a girl named Maria __
",0.049786,0.444575,0.02947,0.017449,0.351448,0.504367,0.17912,0.704681,0.658767,0.255403,0,0.91961,0,
465,"00:45:11,751 --> 00:45:13,845
","__And suddenly I've found __
",0.124318,0.119415,0.56193,0.121429,0.074026,0.170031,0.223409,0.571407,0.320942,0.002139,0.920855,0,0,
466,"00:45:13,961 --> 00:45:17,682
","__How wonderful a sound can be __
",0.005516,0.819395,0.034387,0.061169,0.016231,0.635945,0.250476,0.782554,0.590031,0.331073,0,0,0,
467,"00:45:17,965 --> 00:45:19,967
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
468,"00:45:20,134 --> 00:45:24,435
","__Say it loud, and there 's music playing __
",0.201163,0.319179,0.043177,0.263882,0.077707,0.359473,0.051506,0.448781,0.484176,0.224173,0,0,0,
469,"00:45:25,681 --> 00:45:27,479
","__Say it soft __
",0.45075,0.109422,0.112046,0.135912,0.204922,0.672405,0.301616,0.616268,0.477532,0.483383,0,0,0,
470,"00:45:27,558 --> 00:45:30,778
","__And it's almost like praying __
",0.426626,0.017098,0.40306,0.050106,0.223464,0.496178,0.391391,0.734974,0.361703,0.121076,0,0.991756,0,
471,"00:45:31,646 --> 00:45:33,489
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
472,"00:45:34,065 --> 00:45:36,818
","__I'll never stop saying __
",0.403381,0.022545,0.131461,0.284455,0.32684,0.132096,0.284501,0.548644,0.410046,0.078672,0,0,0.898327,
473,"00:45:37,276 --> 00:45:39,495
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
474,"00:46:04,512 --> 00:46:08,767
","__Say it loud, and there 's music playing __
",0.201163,0.319179,0.043177,0.263882,0.077707,0.359473,0.051506,0.448781,0.484176,0.224173,0,0,0,
475,"00:46:09,517 --> 00:46:11,360
","__Say it soft __
",0.45075,0.109422,0.112046,0.135912,0.204922,0.672405,0.301616,0.616268,0.477532,0.483383,0,0,0,
476,"00:46:11,560 --> 00:46:15,315
","__And it's almost like praying __
",0.426626,0.017098,0.40306,0.050106,0.223464,0.496178,0.391391,0.734974,0.361703,0.121076,0,0.991756,0,
477,"00:46:15,982 --> 00:46:17,905
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
478,"00:46:18,526 --> 00:46:21,279
","__I'll never stop saying __
",0.403381,0.022545,0.131461,0.284455,0.32684,0.132096,0.284501,0.548644,0.410046,0.078672,0,0,0.898327,
479,"00:46:21,946 --> 00:46:24,665
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
480,"00:46:33,124 --> 00:46:38,426
","__The most beautiful sound I ever heard __
",0.080114,0.688919,0.063856,0.026898,0.017167,0.564534,0.141485,0.630868,0.471452,0.22683,0,0,0,
481,"00:46:41,549 --> 00:46:45,019
","__Maria __
",0.316728,0.180642,0.161576,0.171528,0.133293,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
482,"00:46:57,106 --> 00:46:59,450
","Now, I do not say these things
to spoil your evening...
",0.593926,0.01974,0.105375,0.153809,0.245534,0.010674,0.543855,0.891594,0.162219,0.141302,0,0,0,
483,"00:46:59,525 --> 00:47:00,993
","or to hear myself talk.
",0.293328,0.174441,0.226423,0.111721,0.166221,0.249095,0.171446,0.687227,0.531371,0.01936,0,0.968123,0,
484,"00:47:01,068 --> 00:47:03,787
",#NAME?,0.348393,0.153904,0.185192,0.173732,0.116483,0.032883,0.009069,0.473669,0.024474,0.005139,0,0,0,
485,"00:47:03,863 --> 00:47:06,616
","Someday, when you're an old
married woman with five kids...
",0.297269,0.101742,0.138475,0.073031,0.430086,0.191294,0.032314,0.693628,0.700676,0.117108,0,0,0.932568,
486,"00:47:06,699 --> 00:47:10,203
","you can tell me what to do.
But right now it is the other way around.
",0.153913,0.388785,0.078632,0.216621,0.045896,0.499124,0.935527,0.920736,0.607407,0.578036,0,0.789226,0,
487,"00:47:10,286 --> 00:47:11,788
","Now go to bed.
",0.499983,0.160528,0.147501,0.060342,0.048834,0.006574,0.275328,0.59732,0.492096,0.300796,0,0,0,
488,"00:47:12,580 --> 00:47:14,924
","He's the old married woman.
",0.316902,0.062223,0.075979,0.069296,0.55156,0.256553,0.219321,0.57731,0.559118,0.17403,0,0,0,
489,"00:47:20,963 --> 00:47:23,682
","You know, she has a mother.
Also a father.
",0.602507,0.0428,0.029544,0.139277,0.267796,0.590614,0.14894,0.767887,0.405194,0.567796,0.883404,0,0,
490,"00:47:23,758 --> 00:47:26,261
","They do not know this country
any better than she does.
",0.711151,0.041874,0.112286,0.094255,0.077177,0.179603,0.203213,0.3704,0.108269,0.744691,0.829888,0.972662,0,
491,"00:47:26,344 --> 00:47:29,689
","And you do not know it at all.
Girls here are free to have fun.
",0.072651,0.648001,0.059438,0.023787,0.076303,0.209612,0.935363,0.899498,0.939948,0.872268,0.720783,0,0.957479,
492,"00:47:29,764 --> 00:47:34,611
",#NAME?,0.285739,0.061422,0.108326,0.267891,0.402747,0.515898,0.17219,0.514143,0.520229,0.409191,0,0,0,
493,"00:47:38,022 --> 00:47:42,277
","Sometimes I don't know which is
thicker, your skull or your accent.
",0.563658,0.009591,0.194166,0.127916,0.245439,0.95518,0.038577,0.362496,0.21696,0.054091,0.802429,0.994704,0,
494,"00:47:46,197 --> 00:47:47,949
","Vámonos, muchachos!
",0.268303,0.214032,0.163023,0.176599,0.125755,0.167491,0.274416,0.598642,0.539366,0.260664,0,0,0,
495,"00:47:48,366 --> 00:47:50,789
","Let them wait. Is Maria all right?
",0.154701,0.180161,0.167396,0.400617,0.090613,0.444424,0.699337,0.917668,0.784617,0.554808,0.222581,0,0.989922,
496,"00:47:50,868 --> 00:47:53,838
",#NAME?,0.378808,0.167623,0.141744,0.231809,0.033594,0.119629,0.318534,0.848097,0.026804,0.166182,0,0,0.975399,
497,"00:47:53,913 --> 00:47:56,962
","Pepe, Indio, after tonight,
things will be settled.
",0.327588,0.225608,0.183018,0.109557,0.060583,0.127783,0.235059,0.712032,0.233021,0.109321,0,0,0,
498,"00:47:57,041 --> 00:47:59,885
",#NAME?,0.211313,0.077107,0.248183,0.1597,0.407192,0.046697,0.142634,0.522376,0.314821,0.040784,0,0,0.952663,
499,"00:47:59,960 --> 00:48:04,841
",#NAME?,0.486255,0.000599,0.421751,0.076746,0.151517,0.236334,0.11122,0.561809,0.361638,0.046906,0,0,0,
500,"00:48:04,965 --> 00:48:07,969
","Sure! They use Maria for an
excuse to start World War III.
",0.306113,0.057333,0.15956,0.251035,0.354443,0.237239,0.08124,0.530156,0.088132,0.701942,0,0,0.971165,
501,"00:48:08,219 --> 00:48:12,224
",#NAME?,0.086467,0.681262,0.057526,0.040312,0.008619,0.778335,0.08026,0.46241,0.218523,0.323173,0.51064,0,0,
502,"00:48:12,306 --> 00:48:16,652
","- With an American who's really a Polack.
- Says the Spic.
",0.479569,0.015796,0.042267,0.141578,0.467431,0.762647,0.004918,0.279865,0.832743,0.142692,0.999501,0,0,
503,"00:48:19,230 --> 00:48:20,823
","You are not so cute.
",0.266142,0.24088,0.13972,0.157143,0.125722,0.247961,0.311362,0.655275,0.573014,0.129593,0,0,0,
504,"00:48:20,981 --> 00:48:23,359
",#NAME?,0.075424,0.281542,0.387593,0.124729,0.035832,0.933728,0.207797,0.602997,0.420296,0.64372,0,0,0,
505,"00:48:23,442 --> 00:48:26,070
",#NAME?,0.5295,0.096221,0.05956,0.262561,0.060401,0.607799,0.518353,0.766714,0.931781,0.84779,0,0,0,
506,"00:48:26,153 --> 00:48:27,200
","An assistant.
",0.318689,0.17547,0.167272,0.17278,0.133332,0.305444,0.274436,0.599485,0.543371,0.289648,0,0,0,
507,"00:48:27,279 --> 00:48:29,953
","Sí, and Chino makes half
of what the Polack makes.
",0.151748,0.210603,0.191678,0.157645,0.270583,0.249181,0.103285,0.265612,0.279272,0.160593,0.991164,0,0,
508,"00:48:30,032 --> 00:48:32,205
","Here comes the whole commercial!
",0.202637,0.065647,0.068845,0.155038,0.601461,0.602161,0.303525,0.538786,0.573746,0.572252,0.417844,0,0,
509,"00:48:32,284 --> 00:48:34,582
","Your mother's a Pole,
your father's a Swede...
",0.523909,0.040709,0.043567,0.33118,0.163875,0.108346,0.141462,0.585088,0.567295,0.641971,0,0,0,
510,"00:48:34,662 --> 00:48:36,881
","But you were born here,
that's all that you need.
",0.240784,0.063523,0.143404,0.384445,0.300255,0.902386,0.755652,0.923998,0.65586,0.740227,0,0,0.979426,
511,"00:48:36,956 --> 00:48:41,052
","You are an American.
But us? Foreigners!
",0.345807,0.014944,0.208835,0.162941,0.439137,0.768814,0.302626,0.649241,0.737248,0.627077,0,0,0,
512,"00:48:41,127 --> 00:48:43,505
","Lice! Cockroaches!
",0.029349,0.011992,0.083589,0.179458,0.826437,0.306092,0.274434,0.599469,0.543276,0.282995,0,0,0,
513,"00:48:43,587 --> 00:48:44,804
","But it's true!
",0.115077,0.597659,0.047153,0.052957,0.050535,0.533004,0.284816,0.597078,0.413152,0.333113,0,0,0.942582,
514,"00:48:45,506 --> 00:48:48,476
","When I think of how I thought
it would be for us here...
",0.329691,0.014644,0.404494,0.297473,0.113176,0.691653,0.76911,0.987935,0.014594,0.41151,0.993749,0.865388,0,
515,"00:48:48,551 --> 00:48:52,522
","- we came like children believing...
- Trusting with our hearts open!
",0.171702,0.532967,0.029125,0.043545,0.071548,0.482245,0.178036,0.616146,0.234473,0.088077,0,0.99277,0,
516,"00:48:52,596 --> 00:48:56,692
",#NAME?,0.063396,0.058606,0.132657,0.044735,0.761215,0.440626,0.209607,0.649211,0.652823,0.58116,0,0,0,
517,"00:48:58,018 --> 00:49:00,112
","You're the Spic, and you
go back in handcuffs.
",0.575396,0.108288,0.147891,0.06811,0.060635,0.514769,0.336179,0.752882,0.70686,0.384787,0,0,0,
518,"00:49:00,187 --> 00:49:01,939
","I'm going back in a Cadillac.
",0.734706,0.047875,0.128489,0.052217,0.039638,0.361795,0.223223,0.496495,0.531572,0.175615,0,0,0,
519,"00:49:02,022 --> 00:49:03,945
","- Air-conditioned!
- Built-in bar!
",0.144623,0.301911,0.105621,0.138616,0.24093,0.390087,0.130387,0.525265,0.495443,0.423805,0,0,0,
520,"00:49:04,024 --> 00:49:05,742
","- Telephone!
- And television!
",0.215959,0.262635,0.147958,0.188598,0.116725,0.307645,0.129878,0.603266,0.462589,0.234935,0,0,0,
521,"00:49:05,818 --> 00:49:07,070
","Compatible color.
",0.235458,0.278906,0.132031,0.153941,0.112123,0.293705,0.274434,0.599483,0.543325,0.291481,0,0,0,
522,"00:49:07,611 --> 00:49:10,865
","If you had all that here, why would
you wanna go back to Puerto Rico?
",0.666431,0.015022,0.176585,0.134697,0.104399,0.20198,0.947094,0.956655,0.922704,0.932884,0,0,0.957479,
523,"00:49:10,948 --> 00:49:14,578
","Or even if you didn't have all that here,
why would you wanna go back to Puerto Rico?
",0.684977,0.008576,0.13833,0.120804,0.159623,0.069773,0.893988,0.872723,0.688217,0.811306,0,0.977388,0,
524,"00:49:14,660 --> 00:49:17,288
","- It's so good here?
- It's so good there?
",0.074761,0.676836,0.039858,0.069331,0.022295,0.107874,0.179002,0.657487,0.384276,0.284765,0,0,0,
525,"00:49:17,371 --> 00:49:18,873
","We had nothing!
",0.265254,0.217721,0.158064,0.177193,0.128116,0.24577,0.30434,0.624471,0.469058,0.446268,0,0,0,
526,"00:49:19,457 --> 00:49:22,711
","We still have nothing,
only more expensive.
",0.567744,0.005599,0.245283,0.210085,0.113521,0.038218,0.159675,0.532917,0.046325,0.195577,0,0,0,
527,"00:49:24,253 --> 00:49:28,224
","- Anita Josefina.
- No. it's plain Anita now.
",0.41074,0.087094,0.226862,0.188187,0.124537,0.334986,0.123928,0.639727,0.528008,0.102632,0,0,0,
528,"00:49:28,299 --> 00:49:31,803
",#NAME?,0.347821,0.001714,0.402631,0.332461,0.091965,0.038365,0.280827,0.920016,0.758136,0.037583,0.096699,0,0,
529,"00:49:32,553 --> 00:49:34,931
","Once an immigrant, always an immigrant!
",0.251946,0.185145,0.290743,0.155667,0.069182,0.323744,0.273848,0.597266,0.550968,0.429287,0,0,0.942582,
530,"00:49:35,014 --> 00:49:38,018
","Look! Instead of a shampoo,
she's been brainwashed!
",0.304337,0.140796,0.172426,0.210041,0.189498,0.746414,0.008893,0.301714,0.316896,0.001089,0.694442,0,0,
531,"00:49:38,100 --> 00:49:39,147
","Stop it!
",0.186596,0.011047,0.146478,0.564019,0.29954,0.265186,0.279226,0.586613,0.500635,0.177215,0,0,0,
532,"00:49:39,226 --> 00:49:42,526
","She has given up Puerto Rico, and
now she's queer for Uncle Sam.
",0.45739,0.076084,0.19552,0.205971,0.107403,0.570999,0.157981,0.813359,0.951549,0.230083,0,0,0,
533,"00:49:42,855 --> 00:49:44,072
","No.
",0,0,0,0,0,0.286025,0.274434,0.599483,0.543325,0.291319,0,0,0,
534,"00:49:44,356 --> 00:49:45,824
","That's not true.
",0.532334,0.030892,0.094243,0.109148,0.344521,0.508939,0.283291,0.580722,0.458421,0.446986,0,0.85813,0,
535,"00:49:46,525 --> 00:49:49,119
","__Puerto Rico __
",0.305938,0.184683,0.161767,0.17068,0.140346,0.289209,0.274434,0.599483,0.543322,0.291705,0,0,0,
536,"00:49:49,403 --> 00:49:52,373
","__My heart's devotion __
",0.330116,0.350393,0.090661,0.025425,0.033002,0.34537,0.275047,0.59955,0.541703,0.22528,0,0,0,
537,"00:49:52,615 --> 00:49:56,370
","__Let it sink back in the ocean __
",0.25593,0.022267,0.425093,0.145512,0.310108,0.718208,0.379149,0.515633,0.566219,0.784715,0.144719,0,0,
538,"00:49:58,954 --> 00:50:02,925
","__Always the hurricanes blowing __
",0.300267,0.081463,0.417146,0.177302,0.060558,0.629699,0.279795,0.582936,0.627443,0.518296,0,0,0.97759,
539,"00:50:03,459 --> 00:50:07,009
","__Always the population growing __
",0.218691,0.34376,0.052646,0.198302,0.073511,0.381177,0.271988,0.581091,0.567207,0.359143,0,0.984352,0,
540,"00:50:07,087 --> 00:50:08,179
","Sí!
",0,0,0,0,0,0.276773,0.274435,0.599483,0.543321,0.292456,0,0,0,
541,"00:50:08,255 --> 00:50:10,007
","__And the money owing __
",0.274145,0.137042,0.138541,0.192888,0.28788,0.267699,0.188336,0.261496,0.631187,0.562531,0,0,0,
542,"00:50:10,090 --> 00:50:11,091
","That's right.
",0.111613,0.47969,0.05723,0.18769,0.037748,0.471532,0.297182,0.611957,0.545138,0.517971,0,0,0,
543,"00:50:11,175 --> 00:50:13,724
","__And the sunlight streaming __
",0.238715,0.290557,0.202307,0.117384,0.034151,0.228947,0.278515,0.545288,0.461752,0.434543,0,0,0,
544,"00:50:14,261 --> 00:50:16,605
","__And the natives steaming __
",0.196222,0.075963,0.105214,0.575285,0.133595,0.481582,0.280145,0.472512,0.668925,0.227488,0,0,0,
545,"00:50:17,056 --> 00:50:20,651
","__I like the island Manhattan __
",0.330128,0.201735,0.108574,0.134289,0.170356,0.749165,0.244535,0.530902,0.541399,0.421349,0,0.822231,0,
546,"00:50:20,726 --> 00:50:21,773
","I know you do!
",0.566112,0.084222,0.150558,0.076276,0.127548,0.133324,0.338209,0.622222,0.4383,0.463711,0.920855,0,0,
547,"00:50:21,852 --> 00:50:23,946
","__Smoke on your pipe __
",0.135911,0.051079,0.129152,0.214114,0.605145,0.493321,0.274364,0.587341,0.575252,0.443478,0,0,0,
548,"00:50:24,480 --> 00:50:27,279
","__And put that in __
",0.16709,0.036728,0.042111,0.302626,0.608039,0.837098,0.370219,0.587799,0.61804,0.551662,0,0,0,
549,"00:50:27,608 --> 00:50:28,860
","Olé! Olé!
",0.22165,0.258831,0.14619,0.183543,0.119593,0.288936,0.274434,0.599483,0.543325,0.291049,0,0,0,
550,"00:50:31,153 --> 00:50:33,406
","__I like to be in America __
",0.281773,0.05203,0.042625,0.202134,0.541025,0.350708,0.340619,0.537169,0.254486,0.418519,0,0.75152,0,
551,"00:50:33,489 --> 00:50:35,662
","__Okay by me in America __
",0.245892,0.034456,0.072869,0.289137,0.521518,0.657685,0.432332,0.721823,0.652899,0.470744,0,0,0,
552,"00:50:35,741 --> 00:50:38,085
","__Everything free in America... __
",0.178085,0.381446,0.11721,0.113558,0.089705,0.400824,0.323072,0.58865,0.529508,0.735651,0,0,0,
553,"00:50:38,160 --> 00:50:40,504
","__For a small fee in America __
",0.330825,0.052433,0.064554,0.31002,0.374991,0.216357,0.332234,0.547969,0.585246,0.778333,0,0,0,
554,"00:50:40,579 --> 00:50:41,580
","Olé!
",0,0,0,0,0,0.288936,0.274434,0.599483,0.543325,0.291049,0,0,0,
555,"00:50:44,792 --> 00:50:47,090
","__Buying on credit is so nice __
",0.260894,0.501275,0.010921,0.032346,0.011598,0.148269,0.253208,0.510336,0.731413,0.554305,0,0,0,
556,"00:50:47,169 --> 00:50:50,093
","__One look at us, and they charge twice __
",0.264646,0.056303,0.222578,0.329625,0.264324,0.250125,0.747882,0.830963,0.476644,0.804773,0.978988,0,0,
557,"00:50:50,673 --> 00:50:53,017
","__I have my own washing machine __
",0.398348,0.107035,0.173514,0.207956,0.140365,0.159612,0.259235,0.407692,0.297564,0.308434,0,0,0,
558,"00:50:53,092 --> 00:50:55,766
","__What will you have,
though, to keep clean __
",0.072714,0.144805,0.375369,0.194371,0.249254,0.023676,0.645066,0.834922,0.324488,0.871542,0,0,0,
559,"00:50:56,804 --> 00:50:59,148
","__Skyscrapers bloom in America __
",0.231215,0.206167,0.056569,0.185311,0.300537,0.324658,0.283373,0.594492,0.563117,0.433898,0,0,0,
560,"00:50:59,223 --> 00:51:01,521
","__Cadillacs zoom in America __
",0.245892,0.034456,0.072869,0.289137,0.521518,0.129392,0.284317,0.560307,0.532856,0.377904,0.982476,0,0,
561,"00:51:01,600 --> 00:51:03,819
","__industry boom in America __
",0.288987,0.259334,0.086033,0.166904,0.113236,0.252443,0.275523,0.597279,0.557794,0.37779,0,0,0,
562,"00:51:03,894 --> 00:51:06,613
","__Twelve in a room in America __
",0.2103,0.05504,0.139371,0.321668,0.424077,0.242646,0.26649,0.546543,0.532202,0.385907,0,0,0,
563,"00:51:10,651 --> 00:51:13,074
","__Lots of new housing with more space __
",0.18121,0.434149,0.112788,0.076722,0.049003,0.779279,0.224966,0.574646,0.622094,0.349811,0,0.681699,0,
564,"00:51:13,153 --> 00:51:15,576
","__Lots of doors slamming in our face __
",0.242349,0.027225,0.138669,0.367815,0.407152,0.53139,0.265375,0.594075,0.649859,0.21387,0,0.681699,0,
565,"00:51:16,699 --> 00:51:18,872
","__I'll get a terrace apartment __
",0.32857,0.159001,0.185409,0.166925,0.141232,0.140867,0.25918,0.599674,0.567993,0.349703,0,0,0,
566,"00:51:19,034 --> 00:51:21,378
","__Better get rid of your accent __
",0.212224,0.301758,0.11649,0.12245,0.160733,0.310549,0.18221,0.46232,0.653045,0.236298,0.965509,0,0,
567,"00:51:22,496 --> 00:51:24,919
","__Life can be bright in America __
",0.080013,0.584505,0.023923,0.08417,0.111266,0.4178,0.28794,0.591838,0.431532,0.29282,0,0,0,
568,"00:51:24,999 --> 00:51:27,172
","__If you can fight in America __
",0.192436,0.008739,0.153271,0.358406,0.507472,0.261359,0.447572,0.534655,0.483064,0.671574,0.842108,0,0,
569,"00:51:27,251 --> 00:51:29,629
","__Life is all right in America __
",0.05185,0.441499,0.063125,0.111602,0.237371,0.614383,0.344519,0.498053,0.645266,0.446716,0,0,0.942582,
570,"00:51:29,712 --> 00:51:32,261
","__If you're all-white in America __
",0.246426,0.024668,0.057671,0.201745,0.621803,0.628597,0.29279,0.507852,0.776994,0.7642,0,0,0.986078,
571,"00:52:03,078 --> 00:52:04,375
","__America __
",0.250066,0.033945,0.073626,0.289023,0.517798,0.284994,0.274434,0.599483,0.543325,0.293762,0,0,0,
572,"00:52:05,372 --> 00:52:06,544
","__America __
",0.250066,0.033945,0.073626,0.289023,0.517798,0.284994,0.274434,0.599483,0.543325,0.293762,0,0,0,
573,"00:52:07,541 --> 00:52:08,884
","__America __
",0.250066,0.033945,0.073626,0.289023,0.517798,0.284994,0.274434,0.599483,0.543325,0.293762,0,0,0,
574,"00:52:09,835 --> 00:52:11,212
","__America __
",0.250066,0.033945,0.073626,0.289023,0.517798,0.284994,0.274434,0.599483,0.543325,0.293762,0,0,0,
575,"00:52:15,716 --> 00:52:17,969
","__Here you are free, and you have pride __
",0.136512,0.464026,0.066721,0.116462,0.089935,0.735142,0.741535,0.808133,0.832425,0.865871,0,0,0,
576,"00:52:18,052 --> 00:52:20,896
","__Long as you stay on your own side __
",0.336611,0.103592,0.168399,0.132005,0.30107,0.168887,0.616928,0.729456,0.925456,0.828958,0,0,0,
577,"00:52:21,555 --> 00:52:23,808
","__Free to be anything you choose __
",0.297543,0.302531,0.104854,0.137958,0.030802,0.371487,0.587429,0.763842,0.450694,0.813771,0.842108,0.946222,0,
578,"00:52:23,891 --> 00:52:26,189
","__Free to wait tables and shine shoes __
",0.041471,0.637201,0.032754,0.062705,0.123312,0.053301,0.422355,0.551821,0.691545,0.647062,0,0,0,
579,"00:52:27,394 --> 00:52:29,692
","__Everywhere grime in America __
",0.141507,0.012219,0.034404,0.285798,0.698566,0.314645,0.270788,0.585006,0.533281,0.246025,0,0,0,
580,"00:52:29,772 --> 00:52:32,025
","__Organized crime in America __
",0.247103,0.031851,0.045438,0.318287,0.523405,0.436064,0.280052,0.600362,0.562603,0.483831,0,0,0,
581,"00:52:32,107 --> 00:52:34,280
","__Terrible time in America __
",0.23858,0.002828,0.099539,0.490017,0.393703,0.182414,0.255456,0.540897,0.551104,0.304978,0,0,0,
582,"00:52:34,360 --> 00:52:36,909
","__You forget I'm in America __
",0.315279,0.006691,0.2328,0.230618,0.418556,0.098539,0.330662,0.582461,0.491587,0.446121,0.882284,0,0,
583,"00:53:19,947 --> 00:53:22,120
","__I think I go back to San Juan __
",0.685896,0.040962,0.156441,0.072607,0.08129,0.052187,0.311456,0.68767,0.341937,0.427476,0.762356,0,0,
584,"00:53:22,199 --> 00:53:24,247
","__I know a boat you can get on __
",0.459562,0.107911,0.199005,0.130466,0.098423,0.254923,0.726861,0.828557,0.7646,0.876005,0.762356,0,0,
585,"00:53:24,326 --> 00:53:25,578
","__Bye-bye! __
",0.48459,0.047,0.14397,0.141459,0.276554,0.286087,0.274434,0.599483,0.543325,0.29118,0,0,0,
586,"00:53:25,661 --> 00:53:27,755
","__Everyone there will give big cheer __
",0.151711,0.5298,0.075806,0.032991,0.058015,0.297839,0.40261,0.845043,0.780012,0.383022,0,0,0,
587,"00:53:28,038 --> 00:53:30,541
","__Everyone there will have moved here __
",0.178755,0.388386,0.073672,0.182512,0.052921,0.402281,0.546816,0.825978,0.407024,0.191836,0,0,0,
588,"00:53:50,811 --> 00:53:53,280
","Go! Go! Go! Go!
",0.193818,0.25014,0.230999,0.168874,0.07882,0.238032,0.274436,0.599485,0.543369,0.30327,0,0,0,
