dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident,emotionmean
1475,"01:57:03,767 --> 01:57:06,361
","- Shut up!
- I don't have to take that from nobody!
",0.278008,0.018682,0.097234,0.672843,0.058884,0.020819,0.373142,0.523312,0.052087,0.281636,0,0,0.971165,
1476,"01:57:06,436 --> 01:57:09,360
","Next creep who sounds on me,
I swear the next guy...
",0.091661,0.018609,0.523555,0.237006,0.31688,0.303841,0.020563,0.294252,0.810697,0.163421,0,0,0,
1477,"01:57:09,439 --> 01:57:10,941
","You'll laugh!
",0.099564,0.592852,0.077668,0.050559,0.043049,0.198902,0.274401,0.599478,0.54268,0.253066,0,0,0,
1478,"01:57:16,613 --> 01:57:17,739
","Yeah.
",0,0,0,0,0,0.271792,0.274537,0.599541,0.543072,0.337379,0,0,0,
1479,"01:57:18,782 --> 01:57:21,786
","Now, you all better dig
this and dig it good!
",0.085547,0.657937,0.051334,0.054603,0.025811,0.881285,0.51874,0.826189,0.713462,0.798097,0.358048,0,0.979426,
1480,"01:57:22,244 --> 01:57:24,918
","No matter who or what is eatin' you...
",0.308829,0.351959,0.046053,0.056267,0.083709,0.734822,0.674729,0.429941,0.60662,0.660666,0.895415,0.91961,0,
1481,"01:57:24,996 --> 01:57:27,670
","man, you show it, and you are dead!
",0.324918,0.021929,0.061219,0.131374,0.601,0.555031,0.854546,0.890195,0.863254,0.584886,0,0,0,
1482,"01:57:30,794 --> 01:57:35,220
","You are cuttin' a hole in yourselves for
them to stick in a red-hot umbrella...
",0.32386,0.025404,0.267641,0.283,0.270103,0.718494,0.119921,0.475554,0.840856,0.740529,0,0,0,
1483,"01:57:35,298 --> 01:57:37,016
","and open it wide!
",0.254757,0.24391,0.136531,0.1874,0.108874,0.488446,0.28983,0.574735,0.50287,0.32498,0,0,0,
1484,"01:57:38,093 --> 01:57:42,348
","Man, you wanna get past the cops when
they start askin' about tonight?
",0.407931,0.014877,0.331032,0.104502,0.2874,0.069102,0.428456,0.582056,0.662783,0.43476,0,0.84639,0,
1485,"01:57:42,722 --> 01:57:44,190
","You play it cool.
",0.089256,0.713011,0.021557,0.028787,0.030877,0.637711,0.461098,0.610228,0.629889,0.902778,0,0,0,
1486,"01:57:44,933 --> 01:57:47,436
","You wanna live in this lousy world?
",0.357779,0.087503,0.163954,0.147489,0.302434,0.037252,0.164805,0.391174,0.338015,0.139992,0,0,0,
1487,"01:57:48,061 --> 01:57:49,529
","Play it cool.
",0.089256,0.713011,0.021557,0.028787,0.030877,0.529357,0.27014,0.556622,0.500496,0.640625,0,0,0,
1488,"01:57:50,438 --> 01:57:51,940
","- I wanna get even!
- Get cool!
",0.124229,0.512541,0.045916,0.090893,0.102171,0.028373,0.155996,0.520405,0.20842,0.039033,0,0.994704,0,
1489,"01:57:52,023 --> 01:57:53,525
","- I wanna bust!
- Bust cool!
",0.298769,0.178975,0.168784,0.186517,0.135141,0.445085,0.132481,0.583611,0.408447,0.248035,0,0,0,
1490,"01:57:53,608 --> 01:57:55,736
","- I wanna go!
- Go cool!
",0.133789,0.511242,0.085634,0.09664,0.030455,0.052912,0.137689,0.598496,0.410361,0.27841,0,0,0,
1491,"01:57:56,778 --> 01:57:59,452
","__Boy, boy, crazy boy __
",0.127998,0.480172,0.058811,0.106,0.101522,0.305265,0.274364,0.59933,0.545345,0.288307,0,0,0,
1492,"01:58:00,073 --> 01:58:02,121
","__Get cool, boy __
",0.064053,0.700511,0.025047,0.057266,0.046267,0.432877,0.292814,0.598111,0.62525,0.395769,0,0,0,
1493,"01:58:02,742 --> 01:58:04,244
","__Got a rocket __
",0.318289,0.155811,0.179621,0.222984,0.108947,0.247716,0.276786,0.568659,0.537089,0.540948,0,0,0,
1494,"01:58:04,327 --> 01:58:05,954
","__In your pocket __
",0.072503,0.114737,0.085223,0.291718,0.518992,0.336839,0.27513,0.602013,0.552643,0.444708,0,0,0,
1495,"01:58:06,037 --> 01:58:08,506
","__Keep cooly cool, boy __
",0.039399,0.683955,0.0324,0.079872,0.06541,0.55025,0.273334,0.58565,0.643398,0.278439,0,0,0,
1496,"01:58:08,748 --> 01:58:10,250
","__Don 't get hot __
",0.252448,0.166283,0.319681,0.110361,0.119718,0.142433,0.279163,0.585982,0.552096,0.339006,0,0,0,
1497,"01:58:10,333 --> 01:58:13,553
","__'Cause, man, you've got
some high times ahead __
",0.4182,0.133823,0.131421,0.150711,0.154493,0.01366,0.120621,0.55496,0.443803,0.312899,0.908592,0.987926,0,
1498,"01:58:15,005 --> 01:58:17,474
","__Take it slow, and daddy-o __
",0.500851,0.019107,0.262556,0.270126,0.075469,0.145295,0.419025,0.610813,0.526831,0.725172,0,0,0,
1499,"01:58:17,549 --> 01:58:20,143
","__You can live it up and die in bed __
",0.730842,0.057952,0.137507,0.019589,0.03835,0.141431,0.292539,0.581745,0.291622,0.110683,0,0,0,
1500,"01:58:21,219 --> 01:58:23,813
","__Boy, boy, crazy boy __
",0.127998,0.480172,0.058811,0.106,0.101522,0.305265,0.274364,0.59933,0.545345,0.288307,0,0,0,
1501,"01:58:24,514 --> 01:58:26,516
","__Stay loose, boy __
",0.323196,0.114254,0.176798,0.272349,0.150146,0.173648,0.275179,0.590742,0.559247,0.24731,0,0,0,
1502,"01:58:27,225 --> 01:58:30,445
","__Breeze it, buzz it, easy does it __
",0.166851,0.366756,0.186269,0.071339,0.076834,0.463539,0.383999,0.554113,0.573475,0.743773,0,0,0,
1503,"01:58:30,520 --> 01:58:33,148
","__Turn off the juice, boy __
",0.45657,0.090402,0.136133,0.128051,0.227764,0.208614,0.296,0.472094,0.671156,0.66369,0,0,0,
1504,"01:58:33,231 --> 01:58:34,653
","__Go, man, go __
",0.340336,0.078423,0.223594,0.148949,0.28552,0.090103,0.274373,0.59872,0.540455,0.346032,0,0,0,
1505,"01:58:34,733 --> 01:58:38,033
","__But not like a yo-yo schoolboy __
",0.40943,0.031304,0.190281,0.258085,0.255878,0.790838,0.260342,0.489091,0.435121,0.529202,0,0.75152,0,
1506,"01:58:38,445 --> 01:58:40,994
","__Just play it cool, boy __
",0.122597,0.630696,0.026502,0.035721,0.047472,0.556015,0.236146,0.504039,0.484288,0.613376,0,0.968123,0,
1507,"01:58:41,823 --> 01:58:43,666
","__Real cool... __
",0.05452,0.697489,0.038543,0.057686,0.046227,0.347765,0.27449,0.598966,0.542798,0.296924,0,0,0.97759,
1508,"01:58:59,799 --> 01:59:01,267
","Easy, Action!
",0.05884,0.476394,0.161132,0.086722,0.097042,0.28683,0.274524,0.599326,0.542659,0.334164,0,0,0,
1509,"01:59:14,397 --> 01:59:16,616
","Cool it, A-Rab, cool it!
",0.017646,0.835182,0.01027,0.044642,0.032214,0.839908,0.348181,0.644668,0.602975,0.683293,0,0,0,
1510,"01:59:18,735 --> 01:59:20,328
","Go, cool!
",0.035662,0.770644,0.035816,0.048356,0.022665,0.271552,0.277871,0.600408,0.555119,0.412507,0,0,0,
1511,"01:59:23,256 --> 01:59:24,776
","Pow!
",0,0,0,0.9,0,0.291463,0.274434,0.599483,0.543325,0.292376,0,0,0,
1512,"01:59:33,792 --> 01:59:34,839
","Go!
",0,0,0,0,0,0.238032,0.274436,0.599485,0.543369,0.30327,0,0,0,
1513,"02:00:06,449 --> 02:00:07,575
","Cool!
",0,0,0,0,0,0.327783,0.274437,0.599485,0.543417,0.294997,0,0,0,
1514,"02:00:36,855 --> 02:00:38,823
","- Cool!
- Go!
",0.028826,0.782016,0.03274,0.052466,0.022877,0.188779,0.131578,0.604628,0.454656,0.312869,0,0,0.997153,
1515,"02:00:39,607 --> 02:00:41,029
","- Crazy!
- Cool!
",0.029307,0.765243,0.019352,0.075602,0.028698,0.34373,0.130167,0.603942,0.449374,0.189075,0,0,0,
1516,"02:00:41,109 --> 02:00:42,486
","- Go!
- Crazy!
",0.190717,0.298327,0.206618,0.156848,0.047248,0.068646,0.131686,0.604651,0.459564,0.22236,0,0,0,
1517,"02:00:42,569 --> 02:00:43,570
","Go!
",0,0,0,0,0,0.238032,0.274436,0.599485,0.543369,0.30327,0,0,0,
1518,"02:01:21,900 --> 02:01:24,449
","__Boy, boy, crazy boy __
",0.127998,0.480172,0.058811,0.106,0.101522,0.305265,0.274364,0.59933,0.545345,0.288307,0,0,0,
1519,"02:01:25,028 --> 02:01:26,746
","__Stay loose, boy __
",0.323196,0.114254,0.176798,0.272349,0.150146,0.173648,0.275179,0.590742,0.559247,0.24731,0,0,0,
1520,"02:01:27,739 --> 02:01:30,458
","__Breeze it, buzz it, easy does it __
",0.166851,0.366756,0.186269,0.071339,0.076834,0.463539,0.383999,0.554113,0.573475,0.743773,0,0,0.751512,
1521,"02:01:30,533 --> 02:01:32,911
","__Turn off the juice, boy __
",0.45657,0.090402,0.136133,0.128051,0.227764,0.208614,0.296,0.472094,0.671156,0.66369,0,0,0,
1522,"02:01:37,999 --> 02:01:40,218
","__Just play it cool, boy __
",0.122597,0.630696,0.026502,0.035721,0.047472,0.556015,0.236146,0.504039,0.484288,0.613376,0,0.968123,0,
1523,"02:01:40,877 --> 02:01:42,379
","__Real cool __
",0.051966,0.701171,0.033289,0.059731,0.05086,0.347765,0.27449,0.598966,0.542798,0.296924,0,0,0.97759,
1524,"02:02:00,021 --> 02:02:01,068
","Okay.
",0,0,0,0,0,0.288567,0.274434,0.599483,0.543322,0.292921,0,0,0,
1525,"02:02:03,358 --> 02:02:04,610
","Let's go.
",0.232963,0.215343,0.248847,0.123045,0.115793,0.245557,0.274458,0.599557,0.543912,0.332551,0.579367,0,0,
1526,"02:02:44,649 --> 02:02:45,866
","Where we goin'?
",0.343109,0.110073,0.207238,0.218981,0.151182,0.182398,0.28586,0.596031,0.538899,0.476379,0,0,0,
1527,"02:02:45,942 --> 02:02:48,240
","If we lay low, the coppers
are gonna smell fish.
",0.200451,0.020988,0.18348,0.015815,0.693298,0.398519,0.325206,0.367466,0.324587,0.495305,0,0,0,
1528,"02:02:48,319 --> 02:02:50,697
","- So the first thing we do...
- Buddy boy!
",0.072158,0.525233,0.164542,0.037459,0.067128,0.005921,0.374361,0.586732,0.546877,0.820314,0,0,0,
1529,"02:02:50,780 --> 02:02:54,205
",#NAME?,0.150237,0.267953,0.241163,0.19879,0.073298,0.065268,0.047018,0.576521,0.23892,0.164248,0,0,0,
1530,"02:02:54,284 --> 02:02:57,037
","First, start showing around
like we got nothin' to hide.
",0.292123,0.238874,0.150559,0.15581,0.082238,0.26398,0.403,0.308165,0.069283,0.555631,0,0.99277,0,
1531,"02:02:57,120 --> 02:02:58,838
","Suppose they ask us about the rumble.
",0.508411,0.000849,0.16124,0.335802,0.172543,0.871987,0.534837,0.641919,0.501006,0.711657,0,0.974201,0,
1532,"02:02:58,913 --> 02:03:03,043
","Supposin' they ask you where's Tony and
what party's lookin' for him with a gun!
",0.024494,0.134906,0.383312,0.247042,0.267227,0.735822,0.180022,0.791717,0.946159,0.76191,0.405753,0,0,
1533,"02:03:03,126 --> 02:03:04,799
","You know somethin'?
",0.609535,0.045577,0.157299,0.082976,0.158092,0.399338,0.338451,0.618642,0.564589,0.598678,0.955445,0,0,
1534,"02:03:04,961 --> 02:03:08,010
","- I know I gotta go get a skirt.
- Come on, Anybodys!
",0.390221,0.063178,0.433529,0.095489,0.048996,0.012337,0.238895,0.629983,0.286544,0.391092,0.829888,0.972662,0,
1535,"02:03:08,089 --> 02:03:10,057
","- What's the freak know?
- Plenty!
",0.233674,0.016484,0.402667,0.325162,0.204189,0.599254,0.157893,0.598803,0.612469,0.600196,0.970663,0,0,
1536,"02:03:10,174 --> 02:03:12,723
","I figured somebody oughta
infiltrate PR territory...
",0.461367,0.036811,0.199659,0.201178,0.221374,0.587317,0.106556,0.557311,0.477435,0.238582,0.989679,0.991679,0,
1537,"02:03:12,802 --> 02:03:13,928
","and spy around.
",0.225649,0.27775,0.172905,0.159272,0.070365,0.493076,0.28076,0.592069,0.586185,0.341625,0,0.994446,0,
1538,"02:03:14,012 --> 02:03:16,106
","I'm very large with shadows, you know.
",0.205246,0.071235,0.625808,0.056434,0.050037,0.967674,0.42941,0.959932,0.89129,0.243592,0.801827,0,0.92125,
1539,"02:03:16,180 --> 02:03:18,774
","I can slip in and out of 'em
like wind through a fence.
",0.359644,0.020511,0.538318,0.080856,0.091413,0.876306,0.126053,0.399461,0.321678,0.244064,0,0.84639,0,
1540,"02:03:18,850 --> 02:03:22,275
","- Boy, is she ever makin' the most of it.
- You bet your fat ""A,"" I am!
",0.100259,0.137731,0.139124,0.191959,0.485034,0.279481,0.126598,0.715739,0.655066,0.499031,0,0.936899,0,
1541,"02:03:22,353 --> 02:03:23,980
","- Spill it!
- Okay.
",0.590996,0.033707,0.249873,0.144907,0.045612,0.407688,0.135099,0.611462,0.447046,0.445134,0,0,0,
1542,"02:03:24,063 --> 02:03:28,159
","I hear Chino tellin' the Sharks somethin'
about Tony and Bernardo's sister.
",0.052215,0.303845,0.254658,0.184351,0.139533,0.451062,0.003742,0.718605,0.667107,0.025391,0,0.865388,0,
1543,"02:03:28,234 --> 02:03:29,736
","And then I hear Chino say,
",0.4459,0.097562,0.11388,0.079822,0.291968,0.385166,0.274237,0.717428,0.327578,0.208434,0.944551,0,0,
1544,"02:03:29,819 --> 02:03:32,663
","""If it's the last thing I do,
I'm gonna get that Polack.""
",0.548124,0.06626,0.248482,0.108216,0.048695,0.031415,0.08738,0.148819,8.30E-05,0.214988,0.98445,0,0.986725,
1545,"02:03:32,739 --> 02:03:35,242
","And then he pulls out the bad news!
",0.464067,0.003268,0.426845,0.086517,0.157653,0.725438,0.362452,0.552115,0.607814,0.499408,0.895415,0,0,
1546,"02:03:35,867 --> 02:03:38,165
","- Them PR's won't stop.
- Till we stop 'em.
",0.148869,0.0228,0.254928,0.431757,0.347693,0.012091,0.148521,0.551239,0.350264,0.09152,0,0,0,
1547,"02:03:38,244 --> 02:03:39,336
","Hold it!
",0.311836,0.082642,0.187378,0.386303,0.105042,0.360965,0.278368,0.592615,0.482816,0.309642,0,0,0,
1548,"02:03:39,787 --> 02:03:41,004
","Now, listen...
",0.065183,0.624705,0.052114,0.126653,0.012704,0.3576,0.273707,0.599693,0.542127,0.254766,0,0,0,
1549,"02:03:41,414 --> 02:03:44,668
","Tony come through for us.
We gotta come through for Tony.
",0.07768,0.318339,0.342778,0.119655,0.031877,0.12809,0.358887,0.848811,0.658805,0.5895,0,0,0,
1550,"02:03:44,876 --> 02:03:47,550
",#NAME?,0.312118,0.027181,0.579861,0.117178,0.039385,0.521864,0.233486,0.810249,0.33295,0.441731,0.962247,0,0,
1551,"02:03:47,629 --> 02:03:49,802
","You cover the river!
Snowboy, get over to Doc's.
",0.183783,0.214968,0.386994,0.098786,0.03852,0.505849,0.17088,0.706713,0.408963,0.598683,0.144086,0,0.532529,
1552,"02:03:49,881 --> 02:03:52,600
","- I'll take the alleys.
- We'll take the streets.
",0.263856,0.036992,0.328438,0.367423,0.15062,0.487958,0.284216,0.616618,0.06133,0.769115,0,0,0,
1553,"02:03:52,675 --> 02:03:53,847
",#NAME?,0.123434,0.317068,0.085738,0.32269,0.069289,0.107015,0.119418,0.537996,0.372726,0.423222,0,0,0,
1554,"02:03:53,927 --> 02:03:55,270
","We'll take the playground.
",0.15787,0.308022,0.149215,0.201106,0.110746,0.395344,0.36038,0.483939,0.302869,0.840947,0,0,0,
1555,"02:03:55,345 --> 02:03:56,688
","What about me?
",0.345463,0.125353,0.185994,0.201797,0.155168,0.519751,0.290117,0.631226,0.62818,0.091745,0,0.946222,0,
1556,"02:03:58,097 --> 02:04:00,691
","You? In and out of the shadows.
",0.108749,0.041079,0.774482,0.065652,0.040642,0.83995,0.148368,0.568809,0.444633,0.355831,0,0,0,
1557,"02:04:00,934 --> 02:04:03,813
","- Maybe you'll find Tony in one of them.
- Right!
",0.062397,0.369547,0.266002,0.160962,0.02891,0.541682,0.059486,0.873915,0.136801,0.117189,0,0.983475,0,
1558,"02:04:07,315 --> 02:04:09,283
","You done good, buddy boy.
",0.075792,0.622184,0.133876,0.015182,0.012434,0.232937,0.478704,0.737452,0.828408,0.852599,0,0,0,
1559,"02:04:10,193 --> 02:04:12,992
","Thanks, daddy-o.
",0.034101,0.726291,0.046787,0.085451,0.011584,0.267817,0.275525,0.603172,0.552651,0.454994,0,0,0,
1560,"02:05:16,217 --> 02:05:17,434
","Who is...
",0.321507,0.169031,0.183492,0.169733,0.126802,0.548391,0.277294,0.596042,0.548401,0.305511,0,0,0,
1561,"02:05:20,805 --> 02:05:21,977
","Maria.
",0,0,0,0,0,0.28809,0.274434,0.599483,0.543325,0.29074,0,0,0,
1562,"02:05:27,687 --> 02:05:29,906
","Maria, it's Anita. You in there?
",0.346243,0.119359,0.192678,0.210178,0.151453,0.335556,0.125572,0.79086,0.557937,0.158481,0,0,0,
1563,"02:05:30,982 --> 02:05:32,825
",#NAME?,0.206446,0.372223,0.096446,0.130273,0.063272,0.196141,0.129879,0.604436,0.444833,0.214463,0,0,0,
1564,"02:05:32,900 --> 02:05:34,902
","Open the door. I need you.
",0.311688,0.059979,0.35924,0.238135,0.122119,0.159168,0.167443,0.533655,0.33752,0.346421,0,0,0,
1565,"02:05:36,696 --> 02:05:37,697
","No.
",0,0,0,0,0,0.286025,0.274434,0.599483,0.543325,0.291319,0,0,0,
1566,"02:05:43,286 --> 02:05:46,256
",#NAME?,0.014905,0.00067,0.989463,0.004032,0.014514,0.22187,0.233078,0.679569,0.334682,0.120444,0,0,0,
1567,"02:05:46,330 --> 02:05:48,082
","I'll be right there.
",0.111613,0.47969,0.05723,0.18769,0.037748,0.695187,0.347704,0.74348,0.544388,0.429179,0,0,0,
1568,"02:05:54,213 --> 02:05:56,386
",#NAME?,0.19739,0.318013,0.100105,0.113056,0.173063,0.494136,0.172592,0.670368,0.394311,0.269843,0,0,0,
1569,"02:05:57,467 --> 02:06:00,391
","The bus station. We'll go so far
away, they'll never find us.
",0.519025,0.000712,0.408692,0.102612,0.097984,7.70E-05,0.08516,0.723913,0.148715,0.200642,0.979451,0,0.922197,
1570,"02:06:00,470 --> 02:06:03,394
","- How can we?
- Doc will help us. I'll get money from him.
",0.333669,0.172349,0.310496,0.083023,0.029749,0.154905,0.482786,0.942869,0.314113,0.375917,0,0,0,
1571,"02:06:03,473 --> 02:06:05,726
","- You'll meet me at his store.
- At Doc's, yes.
",0.184423,0.402191,0.177117,0.077646,0.004447,0.109786,0.215046,0.878327,0.47627,0.372502,0,0,0,
1572,"02:06:05,808 --> 02:06:07,902
","- I'll wait for you there.
- All right.
",0.175068,0.218241,0.116449,0.425492,0.013783,0.28727,0.757486,0.954216,0.903543,0.849151,0,0,0.989922,
1573,"02:06:08,269 --> 02:06:09,395
","Yes.
",0,0,0,0,0,0.306457,0.274519,0.5996,0.543499,0.332275,0,0,0,
1574,"02:06:11,314 --> 02:06:12,440
","Hurry!
",0,0,0,0,0,0.287002,0.274434,0.599483,0.543325,0.290797,0,0,0,
1575,"02:06:14,567 --> 02:06:15,944
","Coming, Anita.
",0.269882,0.282046,0.14445,0.118365,0.076202,0.321736,0.274176,0.60497,0.544835,0.2003,0,0,0,
1576,"02:06:26,496 --> 02:06:27,668
","Anita.
",0,0,0,0,0,0.283116,0.274434,0.599488,0.543354,0.285524,0,0,0,
1577,"02:06:42,345 --> 02:06:46,771
","- All right, now you know.
- And you still don't know.
",0.642501,0.005203,0.219302,0.162242,0.093006,0.279046,0.682649,0.758085,0.567963,0.504772,0.970663,0,0.979426,
1578,"02:06:46,891 --> 02:06:48,313
","He is one of them!
",0.36758,0.18221,0.172466,0.15782,0.06179,0.822721,0.370003,0.539458,0.263064,0.422257,0,0,0,
1579,"02:06:48,392 --> 02:06:50,394
","- No, Anita!
- Yes!
",0.222314,0.259993,0.148117,0.175576,0.122611,0.122947,0.134877,0.622325,0.477433,0.302584,0,0,0,
1580,"02:06:52,980 --> 02:06:54,152
","__A boy like that __
",0.221854,0.384975,0.040124,0.060381,0.162467,0.809991,0.226305,0.577836,0.585785,0.636211,0,0.88939,0,
1581,"02:06:54,232 --> 02:06:55,700
","__Would kill your brother __
",0.454946,0.005153,0.145459,0.386542,0.189228,0.245732,0.305161,0.605266,0.654732,0.711029,0,0,0,
1582,"02:06:55,775 --> 02:06:58,278
","__Forget that boy and find another __
",0.406649,0.047596,0.274004,0.150345,0.227846,0.731614,0.658786,0.925067,0.721236,0.78921,0.955445,0,0,
1583,"02:06:58,611 --> 02:07:00,409
","__One of your own kind __
",0.312566,0.194283,0.126357,0.163968,0.158172,0.664077,0.286132,0.554352,0.420787,0.330454,0.417844,0.968123,0,
1584,"02:07:00,488 --> 02:07:02,786
","__Stick to your own kind __
",0.199957,0.043301,0.19617,0.510406,0.198262,0.402703,0.233034,0.523269,0.565866,0.470221,0.417844,0.968123,0,
1585,"02:07:06,911 --> 02:07:09,380
","__A boy like that will give you sorrow __
",0.617387,0.11245,0.044216,0.06182,0.11811,0.681539,0.387472,0.822015,0.314715,0.420667,0,0.615352,0,
1586,"02:07:09,831 --> 02:07:12,425
","__You'll meet another boy tomorrow __
",0.103826,0.493282,0.181991,0.039292,0.032552,0.032748,0.282956,0.672164,0.548152,0.297185,0,0,0,
1587,"02:07:12,708 --> 02:07:14,426
","__One of your own kind __
",0.312566,0.194283,0.126357,0.163968,0.158172,0.664077,0.286132,0.554352,0.420787,0.330454,0.417844,0.968123,0,
1588,"02:07:14,502 --> 02:07:16,504
","__Stick to your own kind __
",0.199957,0.043301,0.19617,0.510406,0.198262,0.402703,0.233034,0.523269,0.565866,0.470221,0.417844,0.968123,0,
1589,"02:07:18,548 --> 02:07:21,301
","__A boy who kills cannot love __
",0.248603,0.144557,0.11051,0.43552,0.062448,0.252641,0.204159,0.659979,0.633747,0.053803,0,0,0,
1590,"02:07:21,384 --> 02:07:23,887
","__A boy who kills has no heart __
",0.47437,0.017257,0.167883,0.308032,0.189391,0.375463,0.259439,0.542703,0.523983,0.277211,0,0,0,
1591,"02:07:23,970 --> 02:07:26,314
","__And he's the boy who gets your love __
",0.098439,0.682332,0.028885,0.03355,0.031994,0.616808,0.324492,0.771687,0.915348,0.540638,0,0,0,
1592,"02:07:26,389 --> 02:07:28,107
","__And gets your heart __
",0.334574,0.341072,0.102219,0.025695,0.027095,0.404833,0.305382,0.621536,0.600043,0.370623,0,0,0,
1593,"02:07:28,182 --> 02:07:31,903
","__Very smart, Maria, very smart __
",0.21016,0.429014,0.072258,0.098116,0.039645,0.299932,0.274174,0.602395,0.550075,0.303302,0,0,0.993864,
1594,"02:07:35,898 --> 02:07:38,572
","__A boy like that wants one thing only __
",0.282248,0.142777,0.087649,0.153716,0.352898,0.500509,0.060435,0.271887,0.086389,0.409291,0.506763,0.615352,0,
1595,"02:07:38,776 --> 02:07:41,325
","__And when he's done,
he'll leave you lonely __
",0.919645,0.00089,0.093132,0.01866,0.011076,0.01452,0.199526,0.597073,0.205486,0.008059,0,0,0,
1596,"02:07:41,612 --> 02:07:43,239
","__He'll murder your love __
",0.038278,0.611932,0.014785,0.067372,0.166665,0.820192,0.36539,0.720436,0.756726,0.680249,0,0,0,
1597,"02:07:43,322 --> 02:07:44,824
","__He murdered mine __
",0.163268,0.008249,0.097038,0.405603,0.54507,0.287519,0.27458,0.599061,0.526596,0.336777,0,0,0,
1598,"02:07:44,949 --> 02:07:46,326
","__Just wait and see __
",0.301287,0.165332,0.162971,0.270681,0.080341,0.102134,0.552527,0.769515,0.629699,0.236614,0,0.984352,0,
1599,"02:07:46,409 --> 02:07:47,535
","__Just wait, Maria __
",0.352318,0.078402,0.216244,0.361858,0.052195,0.043755,0.278037,0.626661,0.547664,0.174368,0,0.994446,0,
1600,"02:07:47,618 --> 02:07:48,790
","__Just wait and see __
",0.301287,0.165332,0.162971,0.270681,0.080341,0.102134,0.552527,0.769515,0.629699,0.236614,0,0.984352,0,
1601,"02:07:48,870 --> 02:07:51,840
","__No, Anita, no __
",0.312073,0.179264,0.172762,0.1696,0.131175,0.243103,0.274425,0.59942,0.543436,0.294275,0,0,0,
1602,"02:07:52,123 --> 02:07:54,342
","__Anita, no __
",0.315218,0.17763,0.169519,0.170852,0.132864,0.219254,0.274251,0.599572,0.544955,0.281304,0,0,0,
1603,"02:07:55,251 --> 02:07:58,004
","__It isn't true, not for me __
",0.320295,0.16364,0.174178,0.183113,0.137373,0.356048,0.224599,0.460139,0.269553,0.176574,0,0.965615,0,
1604,"02:07:58,087 --> 02:08:00,431
","__It's true for you, not for me __
",0.137667,0.56606,0.049961,0.049641,0.051615,0.486287,0.710795,0.748898,0.692579,0.735333,0,0,0.751512,
1605,"02:08:00,506 --> 02:08:01,849
","__I hear your words __
",0.205186,0.253548,0.172449,0.131848,0.176788,0.485932,0.268538,0.625529,0.51371,0.210609,0,0,0,
1606,"02:08:01,924 --> 02:08:04,598
","__And in my head, I know they're smart __
",0.351861,0.286726,0.098457,0.062424,0.060837,0.645572,0.176722,0.652837,0.552652,0.059369,0,0,0,
1607,"02:08:05,094 --> 02:08:06,892
","__But my heart, Anita __
",0.324455,0.438397,0.033961,0.000782,0.002772,0.234382,0.249477,0.746996,0.534809,0.038902,0,0,0,
1608,"02:08:06,971 --> 02:08:08,644
","__But my heart __
",0.326219,0.437307,0.03303,0.000785,0.002801,0.26823,0.276425,0.603784,0.438291,0.077014,0,0,0,
1609,"02:08:09,056 --> 02:08:11,058
","__Knows they're wrong __
",0.573722,0.009929,0.164303,0.180374,0.215859,0.295711,0.267506,0.590256,0.528851,0.207629,0,0,0,
1610,"02:08:11,601 --> 02:08:13,945
","__You should know better __
",0.222748,0.452007,0.074177,0.056656,0.03065,0.27561,0.525484,0.726167,0.586904,0.86399,0.920855,0,0,
1611,"02:08:14,145 --> 02:08:15,738
","__You were in love __
",0.017818,0.949732,0.001801,0.002137,0.002192,0.524778,0.380135,0.722435,0.697533,0.473291,0,0,0,
1612,"02:08:15,813 --> 02:08:17,440
","__Or so you said __
",0.537079,0.053293,0.040901,0.136077,0.311755,0.419201,0.511066,0.838876,0.649804,0.553284,0,0.984352,0,
1613,"02:08:18,858 --> 02:08:22,954
","__You should know better __
",0.222748,0.452007,0.074177,0.056656,0.03065,0.27561,0.525484,0.726167,0.586904,0.86399,0.920855,0,0,
1614,"02:08:31,704 --> 02:08:34,548
","__I have a love __
",0.019185,0.946764,0.001919,0.002209,0.001951,0.325908,0.335561,0.730377,0.432426,0.260338,0,0,0,
1615,"02:08:35,416 --> 02:08:39,466
","__And it's all that I have __
",0.334568,0.150207,0.178083,0.191569,0.133735,0.821092,0.704672,0.762101,0.227614,0.521883,0,0,0.942582,
1616,"02:08:39,962 --> 02:08:41,805
","__Right or wrong __
",0.477964,0.036563,0.065603,0.38988,0.152957,0.62337,0.281547,0.609736,0.573991,0.341938,0,0.946222,0,
1617,"02:08:42,215 --> 02:08:45,344
","__What else can I do? __
",0.588232,0.046136,0.119549,0.251883,0.055112,0.110737,0.33608,0.640987,0.187787,0.249649,0.687768,0,0,
1618,"02:08:47,970 --> 02:08:50,689
","__I love him __
",0.019185,0.946764,0.001919,0.002209,0.001951,0.463436,0.319604,0.691329,0.439824,0.146744,0,0,0,
1619,"02:08:51,224 --> 02:08:53,147
","__I'm his __
",0.317353,0.166173,0.168634,0.18448,0.141149,0.357609,0.272577,0.597864,0.530698,0.200813,0,0,0,
1620,"02:08:53,643 --> 02:08:57,648
","__And everything he is __
",0.275656,0.23541,0.233339,0.130694,0.034049,0.833476,0.341069,0.584816,0.464528,0.343396,0,0,0,
