dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
270,"00:17:27,921 --> 00:17:30,381
","You know, you can tell a lot
from a person's voice.

",0.309225,0.415569,0.081635,0.144035,0.112477,0.560621,0.276636,0.957322,0.689105,0.373208,0.829888,0.884138,0.0
271,"00:17:30,549 --> 00:17:31,841
","You certainly can.

",0.427094,0.332445,0.113566,0.155673,0.031292,0.577328,0.315913,0.650689,0.481561,0.469021,0.0,0.0,0.989586
272,"00:17:32,009 --> 00:17:36,262
","But something must be missing if Jonah
still feels that you're under a cloud.

",0.794956,0.075208,0.083232,0.042949,0.04883,0.757982,0.003363,0.743456,0.135896,0.05305,0.0,0.952443,0.0
273,"00:17:36,430 --> 00:17:39,015
","Just a few questions:
Are you sleeping at night?

",0.100285,0.169084,0.66693,0.070541,0.069117,0.118415,0.518261,0.907869,0.674631,0.096416,0.978091,0.983475,0.0
274,"00:17:40,017 --> 00:17:41,809
","JONAH:
He doesn't sleep at all.

",0.173952,0.076388,0.236425,0.293503,0.340756,0.00752,0.077246,0.521017,0.240346,0.036923,0.0,0.0,0.992758
275,"00:17:41,977 --> 00:17:44,729
","How do you know that?
I live here, Dad.

",0.450697,0.194951,0.267172,0.117137,0.06032,0.006121,0.444641,0.884966,0.428128,0.715287,0.883404,0.0,0.0
276,"00:17:48,192 --> 00:17:51,778
","Look, it's Christmas.

",0.310561,0.609983,0.016085,0.037407,0.073881,0.134757,0.287358,0.601048,0.473007,0.324668,0.0,0.0,0.0
277,"00:17:55,616 --> 00:17:59,327
","Maggie, my wife.

",0.324339,0.432063,0.054891,0.178792,0.088248,0.403182,0.276887,0.620058,0.587092,0.33412,0.0,0.0,0.0
278,"00:17:59,495 --> 00:18:02,497
","She really did it...

",0.524227,0.254888,0.064837,0.127471,0.083018,0.263061,0.333002,0.66986,0.29693,0.41789,0.920855,0.0,0.0
279,"00:18:02,664 --> 00:18:07,335
","I mean, she loved...
She made everything beautiful.

",0.32336,0.670691,0.009995,0.02602,0.008888,0.640731,0.164711,0.77262,0.386255,0.115877,0.694442,0.0,0.0
280,"00:18:09,463 --> 00:18:13,299
","It's just tough this time of year.

",0.737159,0.110462,0.145263,0.041535,0.035066,0.186052,0.610403,0.171839,0.064074,0.354016,0.0,0.91961,0.0
281,"00:18:13,467 --> 00:18:15,051
","Every kid needs a mother.

",0.48311,0.318723,0.011535,0.149032,0.131062,0.144505,0.214704,0.579228,0.506341,0.364454,0.0,0.0,0.961633
282,"00:18:15,219 --> 00:18:20,723
","Could it be that you need someone
just as much as Jonah does?

",0.2948,0.468307,0.084422,0.170397,0.103391,0.41097,0.169745,0.897634,0.622505,0.239336,0.0,0.998113,0.0
283,"00:18:22,935 --> 00:18:25,353
","Yes.
FIELDSTONE: Don't answer that.

",0.479117,0.180563,0.17787,0.165343,0.073886,0.138921,0.280213,0.515698,0.235696,0.500499,0.996679,0.0,0.0
284,"00:18:25,521 --> 00:18:27,522
","Let's get into that
right after these messages.

",0.111893,0.447944,0.158336,0.161712,0.247797,0.353955,0.566262,0.846907,0.821152,0.66152,0.0,0.0,0.0
285,"00:18:27,689 --> 00:18:29,941
","Sam, Jonah, don't go away.

",0.513894,0.042414,0.385164,0.125047,0.039333,0.008972,0.209535,0.546818,0.48165,0.073605,0.0,0.0,0.0
286,"00:18:30,109 --> 00:18:34,362
","If you've have just tuned in,
we are talking to Sleepless in Seattle.

",0.149355,0.479036,0.187869,0.178735,0.08645,0.499871,0.370486,0.808335,0.593094,0.233199,0.77494,0.959646,0.0
287,"00:18:34,530 --> 00:18:38,533
","And we'll be right back after this
break with your listener response.

",0.442846,0.365321,0.076025,0.119719,0.075742,0.826661,0.952452,0.966491,0.976069,0.713209,0.802429,0.0,0.0
288,"00:18:38,992 --> 00:18:40,493
","What is she talking about?

",0.580069,0.08135,0.182157,0.085518,0.180212,0.805329,0.267986,0.637462,0.622412,0.143939,0.0,0.822231,0.0
289,"00:18:40,661 --> 00:18:43,246
","This is when other people get to
call in and dump on what you said.

",0.400119,0.199373,0.117607,0.142486,0.258476,0.382165,0.699911,0.613802,0.974909,0.737663,0.0,0.0,0.0
290,"00:18:43,413 --> 00:18:49,210
","Oh. Oh. Well, this is
really fun. And helpful.

",0.584645,0.212777,0.135666,0.083658,0.022437,0.437279,0.292805,0.860222,0.581258,0.100121,0.0,0.0,0.0
291,"00:18:55,259 --> 00:18:57,301
","WOMAN: I bet he's tall with a cute butt.

",0.316417,0.179719,0.164522,0.066928,0.387507,0.366802,0.184716,0.757539,0.778521,0.339441,0.0,0.856622,0.0
292,"00:18:57,469 --> 00:18:59,846
","WAITRESS 1: I bet he hasn't
bathed in weeks and he stinks.

",0.351692,0.033539,0.110357,0.149929,0.430999,0.012032,0.062735,0.494321,0.140145,0.033482,0.0,0.966403,0.0
293,"00:19:00,013 --> 00:19:04,100
","Harriet, shut up. Hi, can I help you?
Tea, with the bag out.

",0.036659,0.345987,0.040883,0.617736,0.02095,0.557107,0.678907,0.979001,0.967885,0.634747,0.0,0.0,0.0
294,"00:19:04,268 --> 00:19:08,312
","You know, maybe I'll just go up to Seattle,
give him a little gift for New Year's Eve.

",0.217271,0.633839,0.047885,0.050519,0.108499,0.10326,0.685194,0.996195,0.504616,0.864875,0.643758,0.983475,0.0
295,"00:19:08,480 --> 00:19:11,607
","WAITRESS 2: Yeah, you go on out there if
you want to. But don't open his refrigerator.

",0.337415,0.173593,0.360641,0.128348,0.098546,0.165323,0.779606,0.662876,0.790797,0.889381,0.0,0.0,0.0
296,"00:19:11,900 --> 00:19:14,235
","They don't cover anything
when they put it in the fridge

",0.245512,0.076215,0.173189,0.235828,0.364663,0.432124,0.350223,0.145394,0.010586,0.620625,0.096699,0.975739,0.0
297,"00:19:14,403 --> 00:19:17,196
","they just stick it in there and
leave it till it walks out by itself.

",0.57194,0.02586,0.11217,0.17566,0.230492,0.620024,0.37774,0.436811,0.017099,0.389928,0.0,0.944845,0.0
298,"00:19:17,614 --> 00:19:21,159
","LORETTA: All I'm saying is I wouldn't kick
this guy out of my bed for eating crackers.

",0.249674,0.092718,0.046356,0.204702,0.526901,0.20264,0.061438,0.227878,0.229338,0.005186,0.0,0.770435,0.0
299,"00:19:21,326 --> 00:19:22,702
","You know what I'm saying?
Sixty five cents.

",0.12394,0.322611,0.152039,0.381134,0.094048,0.22338,0.127221,0.665713,0.527358,0.333953,0.908592,0.0,0.0
300,"00:19:22,870 --> 00:19:25,872
","FIELDSTONE: Let's take a call
before we get back to Sleepless.

",0.240222,0.238355,0.157974,0.379804,0.068339,0.045299,0.458942,0.786881,0.240126,0.648344,0.096699,0.0,0.0
301,"00:19:26,039 --> 00:19:29,584
","ALL: Ooh!
Tennessee, you are on the air.

",0.063356,0.691236,0.07587,0.130009,0.123368,0.368309,0.377542,0.572345,0.885758,0.93208,0.0,0.0,0.986725
302,"00:19:29,793 --> 00:19:34,422
","WOMAN: Yes, I would just like to know
where I could get this man's address.

",0.11909,0.236625,0.244142,0.252805,0.284118,0.373792,0.51046,0.983282,0.459123,0.737311,0.0,0.989892,0.0
303,"00:19:34,590 --> 00:19:36,465
","Honey, get in line.

",0.385777,0.197312,0.044186,0.195671,0.238983,0.550349,0.273325,0.585532,0.658755,0.640378,0.30971,0.0,0.230376
304,"00:19:36,633 --> 00:19:38,467
","FIELDSTONE:
Next caller, go ahead.

",0.688378,0.107036,0.161678,0.063506,0.017771,0.003098,0.091833,0.489778,0.318038,0.193276,0.0,0.0,0.0
305,"00:19:39,636 --> 00:19:43,639
","FIELDSTONE: If there was one
question I was allowed to ask...

",0.146367,0.141933,0.07768,0.484058,0.232643,0.343892,0.004395,0.493434,0.071083,0.31896,0.995353,0.0,0.0
306,"00:19:43,807 --> 00:19:44,932
","Oh, go ahead.

",0.693786,0.131056,0.132164,0.076764,0.01284,0.016657,0.290205,0.615272,0.488624,0.36818,0.0,0.0,0.0
307,"00:19:45,100 --> 00:19:49,228
","People who truly loved once
are far more likely to love again.

",0.1977,0.528021,0.124886,0.077335,0.097766,0.16782,0.221808,0.921483,0.222425,0.020509,0.0,0.0,0.0
308,"00:19:49,396 --> 00:19:54,025
","Sam, do you think that there is someone out
there you could love as much as your wife?

",0.318284,0.263749,0.237818,0.053574,0.165846,0.499801,0.728322,0.994592,0.984762,0.680422,0.643758,0.983475,0.0
309,"00:19:56,862 --> 00:20:01,157
","Well, Dr. Marcia Fieldstone,
that's hard to imagine.

",0.510577,0.181494,0.283941,0.063577,0.037859,0.005389,0.018944,0.724579,0.262928,0.123198,0.908592,0.0,0.0
310,"00:20:01,325 --> 00:20:04,452
","What are you going to do?

",0.355987,0.25592,0.212547,0.173272,0.083254,0.031671,0.508261,0.681014,0.653489,0.608261,0.0,0.0,0.0
311,"00:20:04,620 --> 00:20:08,873
","Well, I'm going to get
out of bed every morning

",0.535591,0.312624,0.07119,0.060922,0.098549,0.000504,0.168317,0.686164,0.155481,0.03234,0.0,0.0,0.979426
312,"00:20:09,041 --> 00:20:11,834
","and breathe in
and out all day long.

",0.213846,0.463395,0.193905,0.107717,0.070958,0.118106,0.212044,0.632888,0.572686,0.030115,0.0,0.0,0.986725
313,"00:20:12,502 --> 00:20:16,964
","And after a while I won't
have to remind myself

",0.48902,0.176823,0.242863,0.059618,0.113045,0.001433,0.063796,0.850737,0.000663,0.051436,0.643758,0.0,0.971165
314,"00:20:17,132 --> 00:20:20,968
","to get out of bed every morning
and breathe in and out.

",0.446986,0.244575,0.125519,0.09748,0.147639,0.070177,0.252378,0.541422,0.307084,0.014773,0.0,0.0,0.971165
315,"00:20:22,429 --> 00:20:25,181
","And then after a while I won't
have to think about

",0.669798,0.05053,0.086332,0.077392,0.20199,0.027228,0.116402,0.736632,0.001474,0.158682,0.995825,0.0,0.976766
316,"00:20:25,349 --> 00:20:30,228
","how I had it great
and perfect for a while.

",0.238296,0.704171,0.050034,0.046803,0.019206,0.40978,0.863914,0.979524,0.890555,0.873488,0.0,0.0,0.979426
317,"00:20:30,437 --> 00:20:34,690
","FIELDSTONE: Sam, tell me what
was so special about your wife.

",0.33558,0.384892,0.071775,0.143325,0.111781,0.369194,0.193901,0.989152,0.991325,0.179386,0.0,0.884138,0.0
318,"00:20:34,858 --> 00:20:37,360
","SAM:
Well, how long is your programme?

",0.450733,0.189407,0.262206,0.036212,0.139977,0.010277,0.113281,0.703685,0.695092,0.030863,0.0,0.0,0.0
319,"00:20:39,529 --> 00:20:45,243
","Oh, well, it was a million
tiny, little things.

",0.200005,0.6844,0.056636,0.050259,0.074148,0.153846,0.028826,0.836614,0.166707,0.140389,0.0,0.0,0.0
320,"00:20:45,410 --> 00:20:50,081
","When you added them all up, it just
meant we were supposed to be together.

",0.661307,0.134391,0.108237,0.125634,0.047477,0.466987,0.880843,0.922427,0.447518,0.807442,0.0,0.944845,0.0
321,"00:20:50,249 --> 00:20:54,627
","And I knew it, I knew it
the very first time I touched her.

",0.430926,0.410884,0.126889,0.026071,0.077435,0.394093,0.219507,0.881931,0.002001,0.511821,0.931994,0.0,0.962182
322,"00:20:55,212 --> 00:21:00,716
","It was like coming home,
only to no home I'd ever known.

",0.495002,0.213223,0.139166,0.144963,0.101147,0.004627,0.217176,0.586047,0.098796,0.803989,0.908592,0.0,0.0
323,"00:21:00,884 --> 00:21:04,178
","I was just taking her hand

",0.214308,0.224072,0.125724,0.145495,0.378031,0.717209,0.200938,0.661168,0.319821,0.132485,0.0,0.946222,0.0
324,"00:21:04,346 --> 00:21:08,975
","to help her out of a car.
And I knew it.

",0.668149,0.049093,0.169849,0.149603,0.072273,0.530189,0.290317,0.933614,0.117914,0.392231,0.829888,0.0,0.0
325,"00:21:10,269 --> 00:21:14,814
","It was like magic.
Magic.

",0.06149,0.706155,0.159306,0.083877,0.079232,0.73463,0.123934,0.606785,0.3791,0.52349,0.0,0.978371,0.0
326,"00:21:15,607 --> 00:21:21,320
","FIELDSTONE: Well, folks, it's time to wrap
it up. I'm Dr. Marcia Fieldstone in Chicago.

",0.366239,0.475191,0.111098,0.072368,0.061607,0.348157,0.123174,0.862281,0.398008,0.308342,0.0,0.0,0.0
327,"00:21:21,488 --> 00:21:25,825
","And to all my listeners,
a magical and merry Christmas.

",0.105278,0.83573,0.013933,0.051259,0.023791,0.272036,0.216379,0.722852,0.493018,0.410121,0.0,0.0,0.979426
328,"00:21:25,993 --> 00:21:29,370
","And to you, Sleepless in Seattle,

",0.205909,0.335758,0.155131,0.294673,0.074782,0.588506,0.505468,0.831181,0.735976,0.542551,0.0,0.0,0.0
329,"00:21:29,538 --> 00:21:33,249
","we hope you'll call again soon
and let us know how it's going.

",0.039664,0.349089,0.452534,0.128367,0.133241,0.015811,0.669515,0.926401,0.357252,0.704759,0.821551,0.959646,0.0
330,"00:21:33,417 --> 00:21:34,917
","SAM:
Oh, you can count on it.

",0.434641,0.307933,0.177068,0.07808,0.039123,0.08281,0.290111,0.745242,0.399717,0.727318,0.952933,0.0,0.0
331,"00:21:35,085 --> 00:21:37,336
","[RAY CHARLES'
""OVER THE RAINBOW"" PLAYS]

",0.283325,0.35692,0.216537,0.119605,0.104096,0.848339,0.127341,0.691708,0.5509,0.630085,0.0,0.0,0.0
332,"00:21:40,382 --> 00:21:49,765
","♪ I know
Somewhere over the rainbow ♪

",0.425813,0.443105,0.058618,0.084726,0.039286,0.893672,0.136022,0.700036,0.277573,0.266938,0.952933,0.966403,0.0
333,"00:21:52,102 --> 00:21:57,148
","♪ The blue birds fly ♪

",0.085127,0.06452,0.085149,0.762656,0.048551,0.394231,0.27572,0.59736,0.547937,0.470611,0.0,0.0,0.0
334,"00:22:01,236 --> 00:22:03,487
","♪ Birds fly ♪

",0.016935,0.015367,0.082648,0.884036,0.058624,0.286331,0.274434,0.599482,0.543318,0.293309,0.0,0.0,0.0
335,"00:22:05,115 --> 00:22:08,117
","♪ Over the rainbow ♪

",0.321773,0.474652,0.06604,0.101459,0.097153,0.724533,0.276806,0.599091,0.556263,0.411494,0.0,0.0,0.0
336,"00:22:09,703 --> 00:22:18,919
","♪ Why then, oh why can't I? ♪

",0.559975,0.047562,0.088943,0.339825,0.074141,0.001667,0.295502,0.50559,0.130971,0.022642,0.0,0.0,0.0
337,"00:22:24,926 --> 00:22:29,513
","MAN: This man sells the greatest soup you've
ever eaten, and he is the meanest man in America.

",0.267807,0.110593,0.076545,0.129936,0.508953,0.443621,0.121235,0.35581,0.32586,0.453038,0.0,0.0,0.848841
338,"00:22:29,681 --> 00:22:33,267
","I feel very strongly about this,
Becky. It's not just about soup.

",0.478184,0.183158,0.059503,0.133372,0.22224,0.710867,0.026015,0.933534,0.212272,5e-06,0.0,0.987926,0.0
339,"00:22:33,435 --> 00:22:34,685
","BECKY:
Do it. What else?

",0.184531,0.467067,0.123655,0.23017,0.07259,0.028169,0.157293,0.635831,0.385421,0.409766,0.0,0.0,0.0
340,"00:22:34,853 --> 00:22:37,104
","New Year's Eve. Please
don't make me write it.

",0.114004,0.754306,0.06461,0.115469,0.018395,0.039291,0.238538,0.674069,0.341597,0.029009,0.0,0.0,0.0
341,"00:22:37,272 --> 00:22:42,234
","Listen to this: ""Phone service in the Chicago
area was tied up for two hours Christmas Eve

",0.215665,0.358204,0.047431,0.338443,0.113414,0.018993,0.438971,0.635469,0.438613,0.837472,0.0,0.0,0.0
342,"00:22:42,402 --> 00:22:46,030
","when some kid calls a radio show and
says that his dad needs a new wife. ""

",0.250631,0.125205,0.040589,0.509211,0.172894,0.339765,0.058714,0.675951,0.761998,0.633772,0.0,0.936899,0.0
343,"00:22:46,198 --> 00:22:49,909
","Two thousand women called the
station asking for the guy's number.

",0.123576,0.426715,0.129895,0.037241,0.385589,0.603942,0.179426,0.641104,0.792652,0.862919,0.0,0.0,0.0
344,"00:22:50,077 --> 00:22:53,704
","I heard it. This kid calls up
and says, ""My dad needs a wife. ""

",0.340266,0.140309,0.070972,0.237221,0.319637,0.129195,0.029704,0.668766,0.602858,0.52342,0.0,0.0,0.0
345,"00:22:53,872 --> 00:22:57,249
","And the shrink practically forces the guy
and says, ""Do you want to talk about it. ""

",0.262734,0.038189,0.566177,0.081993,0.177358,0.643781,0.47018,0.522747,0.478165,0.608631,0.0,0.936899,0.0
346,"00:22:57,417 --> 00:22:59,543
","And he says,
""No, as a matter of fact, I don't. ""

",0.627814,0.05671,0.093101,0.247541,0.116948,0.281633,0.096948,0.182434,0.022275,0.190325,0.997415,0.0,0.98198
347,"00:22:59,711 --> 00:23:02,546
","And then suddenly for no
reason at all he start to talk

",0.310441,0.086347,0.493393,0.160593,0.0834,0.029925,0.139781,0.31722,0.19892,0.107527,0.979451,0.0,0.975399
348,"00:23:02,714 --> 00:23:03,881
","about how much he loved his wife

",0.182098,0.641717,0.031108,0.028796,0.195539,0.436301,0.279548,0.760705,0.547734,0.369158,0.0,0.681699,0.0
349,"00:23:04,049 --> 00:23:07,301
","and how he just fell in love with her
like he was one of those cows in Michigan.

",0.444682,0.165029,0.068466,0.140303,0.261697,0.831708,0.261396,0.848252,0.455086,0.301881,0.0,0.966403,0.0
350,"00:23:08,053 --> 00:23:09,428
","What cows in Michigan?

",0.382884,0.312986,0.12203,0.112149,0.160353,0.353905,0.268624,0.594154,0.561908,0.321732,0.0,0.0,0.0
351,"00:23:09,596 --> 00:23:12,807
","It was on 60 Minutes over those cows
that got zapped by stray voltage.

",0.631025,0.026659,0.197039,0.168195,0.101092,0.755366,0.337207,0.27249,0.250912,0.449634,0.0,0.0,0.0
352,"00:23:12,974 --> 00:23:15,101
","No one knows why.
And maybe it was Wisconsin.

",0.598496,0.079765,0.180314,0.129258,0.101511,0.285475,0.104051,0.485508,0.168284,0.460382,0.883404,0.983475,0.0
353,"00:23:15,268 --> 00:23:19,814
","But, anyway, I was listening to him
talk about how much he loved his wife

",0.316035,0.484878,0.065329,0.046799,0.150126,0.23624,0.017906,0.964135,0.165737,0.092299,0.0,0.808202,0.0
354,"00:23:19,981 --> 00:23:21,732
","and suddenly I was crying.

",0.811172,0.028899,0.174895,0.030832,0.005629,0.092934,0.112873,0.546297,0.178131,0.0,0.0,0.0,0.0
355,"00:23:22,109 --> 00:23:24,360
","It's like what happens when I
watch those phone company ads.

",0.673055,0.070192,0.028803,0.095779,0.24235,0.038628,0.201211,0.64898,0.226099,0.557079,0.0,0.884138,0.0
356,"00:23:24,528 --> 00:23:26,362
","I don't have to see the
whole thing, just the part

",0.393275,0.286092,0.135659,0.069879,0.208571,0.02142,0.141726,0.135718,0.000434,0.316982,0.0,0.902459,0.0
357,"00:23:26,530 --> 00:23:29,824
","where the daughter gives the mother
the refrigerator with the big red bow.

",0.198918,0.368501,0.020273,0.306244,0.161741,0.750867,0.221659,0.605316,0.764309,0.941982,0.0,0.0,0.0
358,"00:23:29,991 --> 00:23:34,078
","Yes. The Polaroid commercial, two 5-year-olds
at their grandfather's birthday party.

",0.27877,0.507072,0.012741,0.00719,0.275021,0.005105,0.115062,0.325019,0.550391,0.25675,0.0,0.0,0.0
359,"00:23:34,246 --> 00:23:38,082
","They're making the album.
That kills me!

",0.389557,0.095106,0.372835,0.12045,0.08362,0.891526,0.05185,0.337919,0.273812,0.012992,0.0,0.0,0.0
360,"00:23:39,918 --> 00:23:41,293
","You should write something about this.

",0.145485,0.051992,0.353436,0.373333,0.175458,0.919054,0.451789,0.878164,0.542371,0.352273,0.0,0.984352,0.0
361,"00:23:41,461 --> 00:23:43,629
","About what?
BECKY: Whatever it is.

",0.20243,0.475073,0.165825,0.135316,0.120287,0.748626,0.147957,0.673801,0.490886,0.253366,0.0,0.966403,0.0
362,"00:23:43,797 --> 00:23:47,425
","I tell you what it is: Two thousand women
calling a radio station for a husband?

",0.098045,0.286223,0.171326,0.115844,0.441418,0.76027,0.205744,0.958511,0.972512,0.842572,0.0,0.0,0.0
363,"00:23:47,592 --> 00:23:49,593
","There are a lot of desperate
women out there looking for love.

",0.578398,0.250669,0.055261,0.071171,0.092067,0.957833,0.061021,0.78859,0.960378,0.038192,0.0,0.865388,0.0
364,"00:23:49,761 --> 00:23:51,637
","Especially over a certain age.

",0.255273,0.283098,0.222863,0.214647,0.111043,0.755282,0.207958,0.574325,0.589326,0.105977,0.0,0.0,0.961633
365,"00:23:51,805 --> 00:23:55,015
","You know it's easier to be killed by a
terrorist than it is to get married over 40.

",0.717324,0.040505,0.16295,0.105953,0.074863,0.411434,0.411052,0.564877,0.173459,0.804739,0.643758,0.0,0.0
366,"00:23:55,183 --> 00:23:57,143
","That is not true.
That statistic is not true.

",0.396631,0.255951,0.102562,0.261404,0.03833,0.900884,0.155179,0.533882,0.270901,0.375221,0.0,0.95658,0.0
367,"00:23:57,310 --> 00:24:00,062
","That's right, it's not true.
But it feels true.

",0.468723,0.455665,0.028656,0.045752,0.04474,0.392036,0.142349,0.606782,0.126318,0.209006,0.883404,0.983475,0.0
368,"00:24:00,230 --> 00:24:01,397
","It feels true because it's true.

",0.489644,0.509689,0.030969,0.034447,0.012878,0.314522,0.25175,0.57967,0.285171,0.18411,0.842108,0.75152,0.0
369,"00:24:01,565 --> 00:24:04,108
","There is practically a whole book
about how that statistic is not true.

",0.404465,0.275256,0.095732,0.095933,0.187974,0.980064,0.139568,0.467633,0.281009,0.297424,0.186171,0.97977,0.0
370,"00:24:04,276 --> 00:24:07,027
","Calm down, you brought it up.
I did not, Wyatt.

",0.264195,0.318233,0.119008,0.270351,0.108066,0.541994,0.621401,0.869478,0.289724,0.618294,0.0,0.0,0.0
371,"00:24:07,195 --> 00:24:08,320
","Did you even read that book?

",0.308179,0.384381,0.112745,0.042627,0.244436,0.773202,0.512264,0.730232,0.371429,0.764884,0.0,0.946222,0.0
372,"00:24:08,488 --> 00:24:10,156
","Did anybody read that book
all the way through?

",0.262747,0.210701,0.279697,0.234718,0.102872,0.939025,0.759083,0.768057,0.307562,0.917256,0.144086,0.0,0.0
373,"00:24:10,323 --> 00:24:13,534
","Are you two finished?
Fine, now where were we?

",0.544033,0.157395,0.172009,0.145719,0.040525,0.803687,0.582046,0.806953,0.385673,0.539351,0.0,0.0,0.0
374,"00:24:14,077 --> 00:24:18,038
","If someone's a widower, why do
they say that he was he ""widowed""?

",0.269144,0.045461,0.04883,0.558839,0.214694,0.259607,0.106281,0.328094,0.014912,0.474395,0.77494,0.959646,0.0
375,"00:24:18,206 --> 00:24:20,624
","Why don't they say
he was ""widowered""?

",0.494965,0.0289,0.054947,0.449194,0.143836,0.122548,0.164283,0.440982,0.054414,0.189207,0.0,0.0,0.0
376,"00:24:22,377 --> 00:24:25,212
","I was just wondering.

",0.602391,0.10428,0.10848,0.091783,0.161846,0.377642,0.21755,0.643511,0.284626,0.09121,0.0,0.998976,0.0
377,"00:24:25,422 --> 00:24:27,173
","BECKY:
What was that about up there?

",0.450528,0.198163,0.166441,0.110315,0.166741,0.752795,0.136337,0.793761,0.784604,0.488072,0.0,0.952443,0.0
378,"00:24:27,340 --> 00:24:30,009
","What was what?
What's with you?

",0.182662,0.397942,0.271526,0.078767,0.14632,0.467497,0.231032,0.756814,0.752206,0.752455,0.0,0.0,0.0
379,"00:24:30,177 --> 00:24:32,261
","ANNIE:
Nothing's with me.

",0.445971,0.191876,0.280526,0.102828,0.048527,0.458476,0.140078,0.641736,0.599562,0.051501,0.0,0.0,0.0
380,"00:24:32,429 --> 00:24:33,888
","BECKY:
Something's with you.

",0.180408,0.52511,0.191097,0.060949,0.101384,0.319466,0.184466,0.742071,0.800483,0.343057,0.0,0.99856,0.0
381,"00:24:34,055 --> 00:24:37,683
","What are you saying?
Whatever it is, you can tell me.

",0.282777,0.306743,0.126798,0.271432,0.080887,0.786055,0.614374,0.789243,0.548105,0.409649,0.0,0.0,0.0
382,"00:24:37,893 --> 00:24:39,226
","Sleepless in Seattle?

",0.331428,0.193746,0.122375,0.346927,0.07476,0.376421,0.274278,0.599535,0.54299,0.283057,0.0,0.0,0.0
383,"00:24:39,394 --> 00:24:41,979
","That's what she called him on
the show because he can't sleep.

",0.398355,0.065739,0.259021,0.275972,0.17013,0.091602,0.055511,0.56737,0.02182,0.225275,0.802429,0.0,0.0
384,"00:24:42,189 --> 00:24:46,442
","And now 2000 women want his number.
The guy could be a crackhead,

",0.680593,0.017295,0.246893,0.0273,0.167505,0.910389,0.145152,0.603427,0.709888,0.819106,0.0,0.959646,0.0
385,"00:24:46,651 --> 00:24:50,779
","a transvestite, a flasher, a junkie,
a chainsaw murderer

",0.059962,0.07025,0.026134,0.211895,0.689631,0.437031,0.121109,0.581443,0.4649,0.303964,0.0,0.0,0.0
386,"00:24:50,947 --> 00:24:54,200
","or someone really sick,
someone like my Rick.

",0.394265,0.023235,0.032769,0.220346,0.413089,0.10708,0.013276,0.472853,0.2186,1e-06,0.694442,0.99856,0.0
387,"00:24:55,869 --> 00:24:58,120
","Actually, he sounded nice.

",0.322048,0.430421,0.225815,0.055754,0.045832,0.296233,0.266282,0.605643,0.498887,0.259779,0.762356,0.0,0.97759
388,"00:24:58,288 --> 00:25:01,749
","Oh? Oh, really?

",0.618284,0.099357,0.143476,0.13933,0.081999,0.171288,0.275415,0.60143,0.533673,0.23289,0.842108,0.0,0.989586
389,"00:25:01,917 --> 00:25:04,335
","Now we're getting down to it.

",0.278713,0.373783,0.191636,0.145636,0.086722,0.116779,0.558731,0.574974,0.361718,0.571183,0.0,0.0,0.0
390,"00:25:04,503 --> 00:25:09,131
","Please, Becky. I'm madly in love with Walter.
He did the craziest thing the other night.

",0.230235,0.252616,0.393763,0.068135,0.129731,0.458577,0.180824,0.917366,0.984975,0.065878,0.0,0.0,0.0
391,"00:25:09,299 --> 00:25:10,674
","What was that?

",0.265854,0.248857,0.246762,0.122372,0.210163,0.717334,0.29913,0.648694,0.529983,0.660241,0.0,0.0,0.0
392,"00:25:12,177 --> 00:25:16,013
","Oh, it was so funny. We were
hysterical. What was that?

",0.261733,0.13485,0.431284,0.147546,0.101794,0.535181,0.143884,0.788247,0.392732,0.162885,0.0,0.0,0.0
393,"00:25:21,061 --> 00:25:23,729
","[JAZZ MUSIC PLAYING
OVER SPEAKERS]

",0.133648,0.648545,0.163654,0.082513,0.024413,0.195462,0.126288,0.601116,0.454553,0.170385,0.0,0.0,0.0
394,"00:25:28,235 --> 00:25:33,239
","You know, I was thinking, I've gotta go
to Boston for the AAB convention, right?

",0.54755,0.186758,0.166883,0.113849,0.067428,0.146781,0.397297,0.991354,0.898234,0.739456,0.952933,0.0,0.0
395,"00:25:33,406 --> 00:25:37,785
","And then I gotta visit Winston-Hughes
about switching over our computers, but...

",0.447275,0.082689,0.041413,0.473445,0.043288,0.698105,0.486458,0.901725,0.565828,0.497975,0.924432,0.884138,0.0
396,"00:25:37,953 --> 00:25:42,206
","Why don't we meet in New York
for Valentine's Day weekend.

",0.351007,0.603751,0.026966,0.026223,0.013176,0.00027,0.346945,0.759789,0.595067,0.315024,0.0,0.0,0.0
397,"00:25:42,374 --> 00:25:44,667
","Walter, I'd love to!

",0.122145,0.734978,0.083054,0.073516,0.066954,0.125642,0.295661,0.810384,0.777642,0.54398,0.0,0.0,0.0
398,"00:25:45,502 --> 00:25:48,128
","We can stay at the Plaza.

",0.228476,0.492355,0.249597,0.0762,0.031438,0.102913,0.338718,0.617754,0.512369,0.554504,0.0,0.0,0.0
399,"00:25:48,296 --> 00:25:50,506
","Ice skate in Central Park.

",0.290709,0.542676,0.104898,0.078472,0.034533,0.206815,0.268661,0.587496,0.534733,0.282206,0.0,0.0,0.0
